stage,payload_path,trace_count,circuit_config_count,backend_count,selected_config_id,policies,weighting_schemes,fixed_baselines,bootstrap_reps,confidence_floor,run_time_seconds,non_independence_note
aggregate,results/stable_shots_multi_qpu_grid/trace_payloads.jsonl.gz,360,72,5,b50_lb3_k5_eps0p005,"local_only_offline_aggregate,aggregate_only_sync,hierarchical_local_aggregate","uniform,shot_proportional,confidence","1000,2500,5000,10000,15000,18000",2000,1e-12,2790.338489496149,aggregate_policy_summary_by_k.csv uses row-level descriptive bootstrap CIs. aggregate_policy_rq_clustered_summary_by_k.csv is the corrected policy table: it collapses overlapping subset rows within each circuit_key before bootstrapping.
