policy,scheme,repetitions,median_test_median_tvd,q75_test_median_tvd,median_test_q95_tvd,median_test_max_tvd,median_test_valid_rate_tvd_le_0p05,median_test_median_ssr,median_test_median_parallel_ssr,relaxed_selection_rate
aggregate_only_sync,confidence,100,0.02389449785804404,0.025403019480519456,0.038507278099549506,0.0467910256410247,1.0,0.7350000000000001,0.7350000000000001,0.0
aggregate_only_sync,shot_proportional,100,0.02389449785804404,0.025403019480519456,0.038507278099549506,0.0467910256410247,1.0,0.7350000000000001,0.7350000000000001,0.0
aggregate_only_sync,uniform,100,0.02389449785804404,0.025403019480519456,0.038507278099549506,0.0467910256410247,1.0,0.7350000000000001,0.7350000000000001,0.0
hierarchical_local_aggregate,confidence,100,0.02365525131531625,0.02494361291341297,0.03803243022653288,0.0467910256410247,1.0,0.7350000000000001,0.7350000000000001,0.0
hierarchical_local_aggregate,shot_proportional,100,0.024095909543374275,0.025210440009337014,0.03967427524569765,0.0467910256410247,1.0,0.7350000000000001,0.7350000000000001,0.0
hierarchical_local_aggregate,uniform,100,0.0240593811718236,0.025210440009337014,0.03965439890291211,0.0467910256410247,1.0,0.7350000000000001,0.7350000000000001,0.0
local_only_offline_aggregate,confidence,100,0.020102226322293762,0.02139429378935155,0.045220069237736964,0.0629178160919501,0.9666666666666667,0.6798958333333334,0.659375,0.0
local_only_offline_aggregate,shot_proportional,100,0.020066588729559874,0.021657753542995435,0.04625663861062435,0.0629178160919501,0.9666666666666667,0.6798958333333334,0.659375,0.0
local_only_offline_aggregate,uniform,100,0.02010278334718109,0.02148855698621535,0.04522206895327042,0.0629178160919501,0.9666666666666667,0.6798958333333334,0.659375,0.0
