split_id,split_mode,repetition,config_id,policy,scheme,train_rows,train_circuit_configs,train_k_values,train_median_tvd,train_q75_tvd,train_q95_tvd,train_max_tvd,train_valid_rate_tvd_le_0p01,train_valid_rate_tvd_le_0p05,train_valid_rate_tvd_le_0p1,train_median_ssr,train_q25_ssr,train_median_parallel_ssr,train_median_total_shots,train_median_max_backend_shots,train_selection_risk,train_selection_risk_detail_json,selection_target_tvd,selection_risk_group,selection_risk_aggregation,selection_objective,selection_relaxed
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.02246158730158725,0.028712443504443224,0.03836130104330166,0.0487676470588226,0.27,1.0,1.0,0.7275,0.0687499999999999,0.7275,14675.0,5450.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.045383793473771215, ""15"": 0.04563150557113503, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03100602970002962}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,aggregate_only_sync,uniform,300,60,5,0.02246158730158725,0.028712443504443224,0.03836130104330166,0.0487676470588226,0.27,1.0,1.0,0.7275,0.0687499999999999,0.7275,14675.0,5450.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.045383793473771215, ""15"": 0.04563150557113503, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03100602970002962}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.022433782038582248,0.0286670123593179,0.03798169470155803,0.0487676470588226,0.26666666666666666,1.0,1.0,0.7275,0.0687499999999999,0.7275,14575.0,5450.0,0.045395667725050305,"{""10"": 0.03316349397590344, ""11"": 0.036067426031280755, ""12"": 0.03794981459711218, ""13"": 0.03827378905419623, ""14"": 0.04494450210908034, ""15"": 0.045395667725050305, ""4"": 0.026782873971170316, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.03026080909452988, ""9"": 0.03098062967682072}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,shot_proportional,300,60,5,0.02252339285714285,0.029231271551724197,0.03945892698414713,0.0487676470588226,0.27,1.0,1.0,0.7275,0.0687499999999999,0.7275,14575.0,5450.0,0.04650521969513378,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03925710659422953, ""14"": 0.04650521969513378, ""15"": 0.04574043786561663, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03100602970002962}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,uniform,300,60,5,0.02252339285714285,0.02923063847854645,0.0394581029886601,0.0487676470588226,0.27,1.0,1.0,0.7275,0.0687499999999999,0.7275,14575.0,5450.0,0.0464348367023305,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03924392266643705, ""14"": 0.0464348367023305, ""15"": 0.04571281121448987, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03100602970002962}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,local_only_offline_aggregate,confidence,300,60,5,0.01447760378397175,0.02093009227644265,0.03351448995925323,0.0487676470588226,0.35333333333333333,1.0,1.0,0.61625,0.0,0.5925,20000.0,8150.0,0.04444857560869271,"{""10"": 0.03316349397590344, ""11"": 0.034049300455641716, ""12"": 0.02743452414762647, ""13"": 0.03248620758855099, ""14"": 0.04359136614171979, ""15"": 0.04444857560869271, ""4"": 0.022010145923288933, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.026129999999999917, ""9"": 0.022358306604227957}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,local_only_offline_aggregate,shot_proportional,300,60,5,0.0143955584607132,0.020818356423173777,0.03411487399883888,0.0487676470588226,0.35333333333333333,1.0,1.0,0.61625,0.0,0.5925,20000.0,8150.0,0.044597747228768095,"{""10"": 0.03316349397590344, ""11"": 0.034049300455641716, ""12"": 0.02857831543794249, ""13"": 0.03315399669772126, ""14"": 0.04373873911116607, ""15"": 0.044597747228768095, ""4"": 0.022022267719264212, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.026129999999999917, ""9"": 0.022369984276729538}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep025,stratified_size,25,b50_lb3_k1_eps0p005,local_only_offline_aggregate,uniform,300,60,5,0.014489803065780751,0.020866013469714124,0.033440174938478055,0.0487676470588226,0.35333333333333333,1.0,1.0,0.61625,0.0,0.5925,20000.0,8150.0,0.04446098531746419,"{""10"": 0.03316349397590344, ""11"": 0.034049300455641716, ""12"": 0.027392109342253185, ""13"": 0.03249092639815725, ""14"": 0.04358910340361433, ""15"": 0.04446098531746419, ""4"": 0.022028156359138774, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.026129999999999917, ""9"": 0.022346890502117318}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,aggregate_only_sync,confidence,300,60,5,0.02263321428571425,0.0293002654534383,0.03836130104330166,0.0487676470588226,0.23666666666666666,1.0,1.0,0.76625,0.234375,0.76625,13200.0,4675.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.045383793473771215, ""15"": 0.04563150557113503, ""4"": 0.026675692307692258, ""5"": 0.02496138763197586, ""6"": 0.03004530516431915, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.02263321428571425,0.0293002654534383,0.03836130104330166,0.0487676470588226,0.23666666666666666,1.0,1.0,0.76625,0.234375,0.76625,13200.0,4675.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.045383793473771215, ""15"": 0.04563150557113503, ""4"": 0.026675692307692258, ""5"": 0.02496138763197586, ""6"": 0.03004530516431915, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,aggregate_only_sync,uniform,300,60,5,0.02263321428571425,0.0293002654534383,0.03836130104330166,0.0487676470588226,0.23666666666666666,1.0,1.0,0.76625,0.234375,0.76625,13200.0,4675.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.045383793473771215, ""15"": 0.04563150557113503, ""4"": 0.026675692307692258, ""5"": 0.02496138763197586, ""6"": 0.03004530516431915, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.022433782038582248,0.028914666154058223,0.03798169470155803,0.0487676470588226,0.23333333333333334,1.0,1.0,0.77,0.234375,0.77,12625.0,4600.0,0.045395667725050305,"{""10"": 0.03316349397590344, ""11"": 0.036067426031280755, ""12"": 0.03794981459711218, ""13"": 0.03827378905419623, ""14"": 0.04494450210908034, ""15"": 0.045395667725050305, ""4"": 0.02697905189786092, ""5"": 0.02511973260855108, ""6"": 0.030061130450706908, ""7"": 0.030690861876229717, ""8"": 0.030403297252284862, ""9"": 0.03331157034604539}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,shot_proportional,300,60,5,0.0228729341736694,0.02968793268975515,0.03945892698414713,0.0487676470588226,0.23666666666666666,1.0,1.0,0.77,0.234375,0.77,12625.0,4600.0,0.04650521969513378,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03925710659422953, ""14"": 0.04650521969513378, ""15"": 0.04574043786561663, ""4"": 0.026675692307692258, ""5"": 0.02496138763197586, ""6"": 0.03004530516431915, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,uniform,300,60,5,0.0228729341736694,0.029502770131375776,0.0394581029886601,0.0487676470588226,0.23666666666666666,1.0,1.0,0.77,0.234375,0.77,12625.0,4600.0,0.0464348367023305,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03924392266643705, ""14"": 0.0464348367023305, ""15"": 0.04571281121448987, ""4"": 0.026675692307692258, ""5"": 0.02496138763197586, ""6"": 0.03004530516431915, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,local_only_offline_aggregate,confidence,300,60,5,0.015051917235304298,0.021390075344298223,0.03371837222019748,0.0487676470588226,0.33,1.0,1.0,0.6546875,0.015625,0.6275,18575.0,7450.0,0.04444857560869271,"{""10"": 0.03316349397590344, ""11"": 0.034049300455641716, ""12"": 0.033099904134307044, ""13"": 0.03471659415137196, ""14"": 0.04359136614171979, ""15"": 0.04444857560869271, ""4"": 0.02596470085470079, ""5"": 0.024844294871794854, ""6"": 0.029868246340789748, ""7"": 0.030661720154043615, ""8"": 0.02723333333333326, ""9"": 0.027466560277478378}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,local_only_offline_aggregate,shot_proportional,300,60,5,0.01509468575442915,0.02156248034591185,0.034313216907411646,0.0487676470588226,0.32666666666666666,1.0,1.0,0.6546875,0.015625,0.6275,18575.0,7450.0,0.044597747228768095,"{""10"": 0.03316349397590344, ""11"": 0.034049300455641716, ""12"": 0.03332071283442773, ""13"": 0.034828232894523775, ""14"": 0.04373873911116607, ""15"": 0.044597747228768095, ""4"": 0.02596470085470079, ""5"": 0.024844294871794854, ""6"": 0.029868246340789748, ""7"": 0.030661720154043615, ""8"": 0.02723333333333326, ""9"": 0.02744872620933198}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep026,stratified_size,26,b50_lb3_k1_eps0p005,local_only_offline_aggregate,uniform,300,60,5,0.0150912228285685,0.021325310228451525,0.033646266854019606,0.0487676470588226,0.32666666666666666,1.0,1.0,0.6546875,0.015625,0.6275,18575.0,7450.0,0.04446098531746419,"{""10"": 0.03316349397590344, ""11"": 0.034049300455641716, ""12"": 0.03308930043296372, ""13"": 0.034715765998801836, ""14"": 0.04358910340361433, ""15"": 0.04446098531746419, ""4"": 0.02596470085470079, ""5"": 0.024844294871794854, ""6"": 0.029868246340789748, ""7"": 0.030661720154043615, ""8"": 0.02723333333333326, ""9"": 0.0274672761975962}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb3_k1_eps0p005,aggregate_only_sync,confidence,300,60,5,0.02186648255813945,0.02832584216406895,0.03705629697291356,0.0487676470588226,0.2866666666666667,1.0,1.0,0.7275,0.022187499999999902,0.7275,14550.0,5450.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.031780579251257234, ""12"": 0.038403211945158056, ""13"": 0.036646572063877676, ""14"": 0.0446499459193702, ""15"": 0.04563150557113503, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb3_k1_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.02186648255813945,0.02832584216406895,0.03705629697291356,0.0487676470588226,0.2866666666666667,1.0,1.0,0.7275,0.022187499999999902,0.7275,14550.0,5450.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.031780579251257234, ""12"": 0.038403211945158056, ""13"": 0.036646572063877676, ""14"": 0.0446499459193702, ""15"": 0.04563150557113503, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb3_k1_eps0p005,aggregate_only_sync,uniform,300,60,5,0.02186648255813945,0.02832584216406895,0.03705629697291356,0.0487676470588226,0.2866666666666667,1.0,1.0,0.7275,0.022187499999999902,0.7275,14550.0,5450.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.031780579251257234, ""12"": 0.038403211945158056, ""13"": 0.036646572063877676, ""14"": 0.0446499459193702, ""15"": 0.04563150557113503, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.0214867296134065,0.027729252369915074,0.03588415402670045,0.0487676470588226,0.2866666666666667,1.0,1.0,0.7275,0.022187499999999902,0.7275,14475.0,5450.0,0.045395667725050305,"{""10"": 0.03316349397590344, ""11"": 0.031954151431797036, ""12"": 0.03794981459711218, ""13"": 0.0364134561371096, ""14"": 0.04494450210908034, ""15"": 0.045395667725050305, ""4"": 0.02697905189786092, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.030690861876229717, ""8"": 0.030403297252284862, ""9"": 0.03331157034604539}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,shot_proportional,300,60,5,0.02198086991133865,0.02860771627565965,0.037316711997682356,0.0487676470588226,0.2866666666666667,1.0,1.0,0.7275,0.022187499999999902,0.7275,14475.0,5450.0,0.046328715771135294,"{""10"": 0.03316349397590344, ""11"": 0.03198637992216121, ""12"": 0.038403211945158056, ""13"": 0.036646572063877676, ""14"": 0.046328715771135294, ""15"": 0.04574043786561663, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,uniform,300,60,5,0.0221513386613386,0.02860771627565965,0.03719411983843137,0.0487676470588226,0.2866666666666667,1.0,1.0,0.7275,0.022187499999999902,0.7275,14475.0,5450.0,0.046258332778332016,"{""10"": 0.03316349397590344, ""11"": 0.031976661461638696, ""12"": 0.038403211945158056, ""13"": 0.036646572063877676, ""14"": 0.046258332778332016, ""15"": 0.04571281121448987, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.030661720154043615, ""8"": 0.03054480829420962, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb2_k5_eps0p005,local_only_offline_aggregate,confidence,300,60,5,0.01668095036847965,0.02487161642395205,0.037898906019189424,0.059728231292518,0.21,0.9833333333333333,1.0,0.6309375,0.11156249999999993,0.6074999999999999,18875.0,7850.0,0.04671825831702426,"{""10"": 0.0343391432258807, ""11"": 0.030970636349526612, ""12"": 0.04095489816509697, ""13"": 0.04367055928517878, ""14"": 0.044063664215687776, ""15"": 0.04671825831702426, ""4"": 0.019239144385026698, ""5"": 0.02612691819911215, ""6"": 0.028334018877297515, ""7"": 0.03190855657106832, ""8"": 0.03352414715719052, ""9"": 0.03338555862743911}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb2_k5_eps0p005,local_only_offline_aggregate,shot_proportional,300,60,5,0.0166543560492613,0.024872514743527623,0.03817935117777529,0.059728231292518,0.2,0.9833333333333333,1.0,0.6309375,0.11156249999999993,0.6074999999999999,18875.0,7850.0,0.04671825831702426,"{""10"": 0.034168907652014295, ""11"": 0.030970636349526612, ""12"": 0.04087065549385817, ""13"": 0.04359267002934158, ""14"": 0.04477515431881816, ""15"": 0.04671825831702426, ""4"": 0.019239144385026698, ""5"": 0.02612691819911215, ""6"": 0.028334018877297515, ""7"": 0.03190855657106832, ""8"": 0.03352414715719052, ""9"": 0.03338960257787315}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep027,stratified_size,27,b50_lb2_k5_eps0p005,local_only_offline_aggregate,uniform,300,60,5,0.0166428546883991,0.024878282712338676,0.03780358158500191,0.059728231292518,0.20666666666666667,0.9833333333333333,1.0,0.6309375,0.11156249999999993,0.6074999999999999,18875.0,7850.0,0.04671825831702426,"{""10"": 0.03432585845564885, ""11"": 0.030970636349526612, ""12"": 0.04096124662416833, ""13"": 0.04369840472658856, ""14"": 0.04402074600291272, ""15"": 0.04671825831702426, ""4"": 0.01925299406337168, ""5"": 0.02612691819911215, ""6"": 0.028334018877297515, ""7"": 0.03190855657106832, ""8"": 0.03352414715719052, ""9"": 0.03339077182312303}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb3_k1_eps0p005,aggregate_only_sync,confidence,300,60,5,0.0214442129629629,0.02783181723236405,0.03721446914691278,0.0467910256410247,0.31666666666666665,1.0,1.0,0.6950000000000001,0.0,0.6950000000000001,16300.0,6100.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.04461859427609322, ""15"": 0.04563150557113503, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.030305336409964138, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb3_k1_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.0214442129629629,0.02783181723236405,0.03721446914691278,0.0467910256410247,0.31666666666666665,1.0,1.0,0.6950000000000001,0.0,0.6950000000000001,16300.0,6100.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.04461859427609322, ""15"": 0.04563150557113503, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.030305336409964138, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb3_k1_eps0p005,aggregate_only_sync,uniform,300,60,5,0.0214442129629629,0.02783181723236405,0.03721446914691278,0.0467910256410247,0.31666666666666665,1.0,1.0,0.6950000000000001,0.0,0.6950000000000001,16300.0,6100.0,0.04563150557113503,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.04461859427609322, ""15"": 0.04563150557113503, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.030305336409964138, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.021221536061087252,0.027764766264934525,0.03697865181243049,0.0467910256410247,0.31333333333333335,1.0,1.0,0.6950000000000001,0.0,0.6950000000000001,15950.0,6100.0,0.045395667725050305,"{""10"": 0.03316349397590344, ""11"": 0.036067426031280755, ""12"": 0.03794981459711218, ""13"": 0.03827378905419623, ""14"": 0.043127603289356095, ""15"": 0.045395667725050305, ""4"": 0.026782873971170316, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.03033850233123042, ""9"": 0.03331157034604539}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,shot_proportional,300,60,5,0.0214442129629629,0.028528648721967625,0.03830122892058643,0.0467910256410247,0.31666666666666665,1.0,1.0,0.6950000000000001,0.0,0.6950000000000001,15950.0,6100.0,0.04574043786561663,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03925710659422953, ""14"": 0.04461859427609322, ""15"": 0.04574043786561663, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.030305336409964138, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,uniform,300,60,5,0.0214442129629629,0.028528648721967625,0.03830122892058643,0.0467910256410247,0.31666666666666665,1.0,1.0,0.6950000000000001,0.0,0.6950000000000001,15950.0,6100.0,0.04571281121448987,"{""10"": 0.03316349397590344, ""11"": 0.03630774972558913, ""12"": 0.038403211945158056, ""13"": 0.03924392266643705, ""14"": 0.04461859427609322, ""15"": 0.04571281121448987, ""4"": 0.02598239884722118, ""5"": 0.026804534083802393, ""6"": 0.030574699103713097, ""7"": 0.03137397813288472, ""8"": 0.030305336409964138, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb2_k10_eps0p005,local_only_offline_aggregate,confidence,300,60,5,0.01452424244631445,0.022091541281969475,0.03660463234255532,0.0596762773722632,0.32,0.9866666666666667,1.0,0.56,0.061562500000000006,0.54625,20000.0,9075.0,0.04458775083127761,"{""10"": 0.03342400398020542, ""11"": 0.03605654284315096, ""12"": 0.03785741355279784, ""13"": 0.04284033937236036, ""14"": 0.0443453846183786, ""15"": 0.04458775083127761, ""4"": 0.016149584642805435, ""5"": 0.02462403508771927, ""6"": 0.026868902691511338, ""7"": 0.03164527513945418, ""8"": 0.03097168410176927, ""9"": 0.029743082327937157}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb2_k5_eps0p005,local_only_offline_aggregate,shot_proportional,300,60,5,0.0156440458819714,0.02414857770621345,0.0385132010288158,0.0665785714285685,0.24,0.9766666666666667,1.0,0.5784374999999999,0.07406249999999993,0.56125,19600.0,8775.0,0.049746767109685175,"{""10"": 0.034168907652014295, ""11"": 0.03696968264666532, ""12"": 0.04085809139129407, ""13"": 0.04571867204154592, ""14"": 0.049746767109685175, ""15"": 0.04535563320107078, ""4"": 0.01864212689762272, ""5"": 0.026161765200336133, ""6"": 0.028334018877297515, ""7"": 0.032568935598191316, ""8"": 0.03288720723579805, ""9"": 0.03338960257787315}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep028,stratified_size,28,b50_lb2_k10_eps0p005,local_only_offline_aggregate,uniform,300,60,5,0.014415185407925149,0.022088481720977927,0.03691928779224567,0.0596762773722632,0.3233333333333333,0.9866666666666667,1.0,0.56,0.061562500000000006,0.54625,20000.0,9075.0,0.044654124322707815,"{""10"": 0.033447827789547156, ""11"": 0.035998727605226516, ""12"": 0.0378367049015188, ""13"": 0.04272594107870172, ""14"": 0.044259960128183645, ""15"": 0.044654124322707815, ""4"": 0.01603572089884876, ""5"": 0.02462403508771927, ""6"": 0.026868902691511338, ""7"": 0.03164527513945418, ""8"": 0.03097168410176927, ""9"": 0.029744484089968437}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep029,stratified_size,29,b50_lb3_k1_eps0p005,aggregate_only_sync,confidence,300,60,5,0.0211806534463199,0.02738455988455985,0.03705629697291356,0.0466231343283578,0.2966666666666667,1.0,1.0,0.7424999999999999,0.0,0.7424999999999999,14300.0,5150.0,0.04461859427609322,"{""10"": 0.03316349397590344, ""11"": 0.031780579251257234, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.04461859427609322, ""15"": 0.04121318984479829, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.03004530516431915, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep029,stratified_size,29,b50_lb3_k1_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.0211806534463199,0.02738455988455985,0.03705629697291356,0.0466231343283578,0.2966666666666667,1.0,1.0,0.7424999999999999,0.0,0.7424999999999999,14300.0,5150.0,0.04461859427609322,"{""10"": 0.03316349397590344, ""11"": 0.031780579251257234, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.04461859427609322, ""15"": 0.04121318984479829, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.03004530516431915, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep029,stratified_size,29,b50_lb3_k1_eps0p005,aggregate_only_sync,uniform,300,60,5,0.0211806534463199,0.02738455988455985,0.03705629697291356,0.0466231343283578,0.2966666666666667,1.0,1.0,0.7424999999999999,0.0,0.7424999999999999,14300.0,5150.0,0.04461859427609322,"{""10"": 0.03316349397590344, ""11"": 0.031780579251257234, ""12"": 0.038403211945158056, ""13"": 0.03705693713361588, ""14"": 0.04461859427609322, ""15"": 0.04121318984479829, ""4"": 0.026675692307692258, ""5"": 0.026804534083802393, ""6"": 0.03004530516431915, ""7"": 0.03137397813288472, ""8"": 0.03020535410897194, ""9"": 0.03379925901045473}",0.05,size,max_group_q95,max_ssr,False
stratified_size_rep029,stratified_size,29,b50_lb3_k1_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.02070590761575675,0.027379082476360297,0.03676706100025072,0.0466231343283578,0.29333333333333333,1.0,1.0,0.745,0.0,0.745,14300.0,5100.0,0.043127603289356095,"{""10"": 0.03316349397590344, ""11"": 0.031954151431797036, ""12"": 0.03794981459711218, ""13"": 0.03827378905419623, ""14"": 0.043127603289356095, ""15"": 0.03955620127205563, ""4"": 0.02697905189786092, ""5"": 0.026804534083802393, ""6"": 0.030061130450706908, ""7"": 0.03137397813288472, ""8"": 0.03026080909452988, ""9"": 0.03331157034604539}",0.05,size,max_group_q95,max_ssr,False
