policy,scheme,k,circuit_key,algorithm,size,circuit_kind,circuit_median_tvd,circuit_mean_tvd,circuit_max_tvd,circuit_median_ssr,circuit_mean_ssr,circuit_median_parallel_ssr,circuit_mean_parallel_ssr,subset_rows,subsets
aggregate_only_sync,confidence,1,dj_10_circuit,dj,10,circuit,0.026481818181818193,0.026972829503609436,0.0311915730337079,0.78,0.8130000000000001,0.78,0.8130000000000001,5,5
aggregate_only_sync,confidence,1,dj_11_circuit,dj,11,circuit,0.03060116279069776,0.029129765352389363,0.031945283018867954,0.785,0.788,0.785,0.788,5,5
aggregate_only_sync,confidence,1,dj_12_circuit,dj,12,circuit,0.031748672566371657,0.029237554320547116,0.033994392523364524,0.7324999999999999,0.7545,0.7324999999999999,0.7545,5,5
aggregate_only_sync,confidence,1,dj_13_circuit,dj,13,circuit,0.03288053097345129,0.03360829770529515,0.04729042553191467,0.765,0.7625,0.765,0.7625,5,5
aggregate_only_sync,confidence,1,dj_14_circuit,dj,14,circuit,0.03918918918918877,0.036030347253757845,0.04184482758620645,0.71,0.716,0.71,0.716,5,5
aggregate_only_sync,confidence,1,dj_15_circuit,dj,15,circuit,0.03865909090909047,0.03898569188211067,0.043825138121546085,0.65,0.679,0.65,0.679,5,5
aggregate_only_sync,confidence,1,dj_4_circuit,dj,4,circuit,0.007549999999999987,0.008272380952380944,0.015583333333333315,0.9475,0.952,0.9475,0.952,5,5
aggregate_only_sync,confidence,1,dj_5_circuit,dj,5,circuit,0.010550000000000012,0.010377979797979804,0.011911111111111088,0.9275,0.931,0.9275,0.931,5,5
aggregate_only_sync,confidence,1,dj_6_circuit,dj,6,circuit,0.014399999999999994,0.014151602067183456,0.01861162790697673,0.8925,0.9029999999999999,0.8925,0.9029999999999999,5,5
aggregate_only_sync,confidence,1,dj_7_circuit,dj,7,circuit,0.013887301587301573,0.01545533114083803,0.023418181818181814,0.8725,0.8745,0.8725,0.8745,5,5
aggregate_only_sync,confidence,1,dj_8_circuit,dj,8,circuit,0.022800684931506863,0.020312996661885515,0.023977777777777768,0.83,0.8484999999999999,0.83,0.8484999999999999,5,5
aggregate_only_sync,confidence,1,dj_9_circuit,dj,9,circuit,0.018731690140845095,0.02140909165135745,0.026516666666666692,0.8275,0.8470000000000001,0.8275,0.8470000000000001,5,5
aggregate_only_sync,confidence,1,qaoa_10_circuit,qaoa,10,circuit,0.02851717325227942,0.027628108306896403,0.034552901023890734,0.1775,0.1755,0.1775,0.1755,5,5
aggregate_only_sync,confidence,1,qaoa_11_circuit,qaoa,11,circuit,0.024397752808988905,0.02661893252081507,0.03431980198019805,0.10999999999999999,0.14200000000000002,0.10999999999999999,0.14200000000000002,5,5
aggregate_only_sync,confidence,1,qaoa_12_circuit,qaoa,12,circuit,0.014603875968991688,0.016115680056377358,0.03444545454545385,0.03249999999999997,0.0695,0.03249999999999997,0.0695,5,5
aggregate_only_sync,confidence,1,qaoa_13_circuit,qaoa,13,circuit,0.0,0.0034087499999999544,0.01704374999999977,0.0,0.008000000000000007,0.0,0.008000000000000007,5,5
aggregate_only_sync,confidence,1,qaoa_14_circuit,qaoa,14,circuit,0.0,0.011832725611984339,0.03159710144927652,0.0,0.049,0.0,0.049,5,5
aggregate_only_sync,confidence,1,qaoa_15_circuit,qaoa,15,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5
aggregate_only_sync,confidence,1,qaoa_4_circuit,qaoa,4,circuit,0.0149909090909091,0.01662650836725465,0.026150000000000017,0.8625,0.8685,0.8625,0.8685,5,5
aggregate_only_sync,confidence,1,qaoa_5_circuit,qaoa,5,circuit,0.02012075471698113,0.01960700450145649,0.022799999999999997,0.7575000000000001,0.764,0.7575000000000001,0.764,5,5
