trace_id,circuit_key,algorithm,size,backend,circuit_kind,reference_shots,source_batch_size,sampling_strategy,sampling_seed,qsimbench_materialization_time_seconds,strategy_family,strategy,config_id,shots,tvd_to_reference,saving_vs_reference,stop_reason,last_stability_tvd,checks_performed,strategy_eval_time_seconds,batch_size,lookback_batches,stability,epsilon
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,fixed,fixed_1000,,1000,0.0389999999999999,0.95,fixed_budget,,0,4.887208342552185e-05,,,,
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,fixed,fixed_2500,,2500,0.02545,0.875,fixed_budget,,0,0.0001101782545447,,,,
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,fixed,fixed_5000,,5000,0.01535,0.75,fixed_budget,,0,0.0002035247161984,,,,
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,fixed,fixed_10000,,10000,0.0092,0.5,fixed_budget,,0,0.0004007285460829,,,,
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,fixed,fixed_15000,,15000,0.0050333333333333,0.25,fixed_budget,,0,0.0005914494395256,,,,
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,fixed,fixed_18000,,18000,0.0023611111111111,0.0999999999999999,fixed_budget,,0,0.0007075890898704,,,,
dj_10_fake_fez,dj_10_circuit,dj,10,fake_fez,circuit,20000,50,sequential,0,0.7662783423438668,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,2800,0.0251142857142857,0.86,stable,0.0032749326145552,53,0.0014228643849492,50.0,3.0,5.0,0.005
dj_10_fake_kyiv,dj_10_circuit,dj,10,fake_kyiv,circuit,20000,50,sequential,0,0.8936367873102427,fixed,fixed_1000,,1000,0.0686999999999997,0.95,fixed_budget,,0,6.13061711192131e-05,,,,
dj_10_fake_kyiv,dj_10_circuit,dj,10,fake_kyiv,circuit,20000,50,sequential,0,0.8936367873102427,fixed,fixed_2500,,2500,0.0416999999999998,0.875,fixed_budget,,0,0.0001471992582082,,,,
dj_10_fake_kyiv,dj_10_circuit,dj,10,fake_kyiv,circuit,20000,50,sequential,0,0.8936367873102427,fixed,fixed_5000,,5000,0.02695,0.75,fixed_budget,,0,0.0002840785309672,,,,
