split_id,split_mode,repetition,config_id,policy,scheme,train_rows,train_circuit_configs,train_k_values,train_median_tvd,train_q75_tvd,train_q95_tvd,train_max_tvd,train_valid_rate_tvd_le_0p01,train_valid_rate_tvd_le_0p05,train_valid_rate_tvd_le_0p10,train_median_ssr,train_q25_ssr,train_median_parallel_ssr,train_median_total_shots,train_median_max_backend_shots,train_selection_risk_q95,train_selection_risk_max,selected_config_id,selection_relaxed,selection_target_tvd,selection_risk_stat,selection_objective,selection_risk_value
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,aggregate_only_sync,confidence,300,60,5,0.02231605734894747,0.02616128567653284,0.04878050104332744,0.06172037037037116,0.11666666666666667,0.9566666666666667,1.0,0.6793750000000001,0.1465625,0.6793750000000001,16175.0,6412.5,0.04878050104332744,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.04878050104332744
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,aggregate_only_sync,shot_proportional,300,60,5,0.02231605734894747,0.02616128567653284,0.04878050104332744,0.06172037037037116,0.11666666666666667,0.9566666666666667,1.0,0.6793750000000001,0.1465625,0.6793750000000001,16175.0,6412.5,0.04878050104332744,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.04878050104332744
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,aggregate_only_sync,uniform,300,60,5,0.02231605734894747,0.02616128567653284,0.04878050104332744,0.06172037037037116,0.11666666666666667,0.9566666666666667,1.0,0.6793750000000001,0.1465625,0.6793750000000001,16175.0,6412.5,0.04878050104332744,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.04878050104332744
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,hierarchical_local_aggregate,confidence,300,60,5,0.02248535545399513,0.025716217780340417,0.048203206621617166,0.06172037037037116,0.11666666666666667,0.9566666666666667,1.0,0.6793750000000001,0.1475,0.6793750000000001,16175.0,6412.5,0.048203206621617166,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.048203206621617166
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,hierarchical_local_aggregate,shot_proportional,300,60,5,0.022334469696969686,0.026325544332211213,0.04881995680357656,0.06172037037037116,0.11333333333333333,0.9533333333333334,1.0,0.6793750000000001,0.1475,0.6793750000000001,16175.0,6412.5,0.04881995680357656,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.04881995680357656
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,hierarchical_local_aggregate,uniform,300,60,5,0.022334469696969686,0.026325544332211213,0.04881995680357656,0.06172037037037116,0.11333333333333333,0.9533333333333334,1.0,0.6793750000000001,0.1475,0.6793750000000001,16175.0,6412.5,0.04881995680357656,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.04881995680357656
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,local_only_offline_aggregate,confidence,300,60,5,0.015127775863273595,0.023512649313991666,0.037299774496971236,0.06172037037037116,0.23,0.9866666666666667,1.0,0.48225,0.079,0.4175,19525.0,11650.0,0.037299774496971236,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.037299774496971236
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,local_only_offline_aggregate,shot_proportional,300,60,5,0.015300958650611044,0.023502476690545435,0.038132444151953694,0.06172037037037116,0.22666666666666666,0.9866666666666667,1.0,0.48225,0.079,0.4175,19525.0,11650.0,0.038132444151953694,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.038132444151953694
stratified_size_rep000,stratified_size,0,b50_lb1_k1_eps0p0025,local_only_offline_aggregate,uniform,300,60,5,0.015251908982691999,0.02350735049513226,0.03729451678510894,0.06172037037037116,0.23,0.9866666666666667,1.0,0.48225,0.079,0.4175,19525.0,11650.0,0.03729451678510894,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.03729451678510894
stratified_size_rep001,stratified_size,1,b50_lb1_k1_eps0p0025,aggregate_only_sync,confidence,300,60,5,0.022133487654321007,0.026034898255814252,0.04305403004641232,0.06172037037037116,0.13,0.9633333333333334,1.0,0.683125,0.1334375,0.683125,16175.0,6337.5,0.04305403004641232,0.06172037037037116,b50_lb1_k1_eps0p0025,False,0.05,q95,max_ssr,0.04305403004641232
