trace_id,circuit_key,algorithm,size,backend,circuit_kind,reference_shots,source_batch_size,sampling_strategy,sampling_seed,qsimbench_materialization_time_seconds,strategy_family,strategy,config_id,shots,tvd_to_reference,saving_vs_reference,stop_reason,last_stability_tvd,checks_performed,strategy_eval_time_seconds,batch_size,lookback_batches,stability,epsilon
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,fixed,fixed_1000,,1000,0.09875,0.95,fixed_budget,,0,0.00017803721129894257,,,,
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,fixed,fixed_2500,,2500,0.06405000000000001,0.875,fixed_budget,,0,0.00043523404747247696,,,,
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,fixed,fixed_5000,,5000,0.040000000000000015,0.75,fixed_budget,,0,0.0008539361879229546,,,,
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,fixed,fixed_10000,,10000,0.01955000000000001,0.5,fixed_budget,,0,0.0017071310430765152,,,,
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,fixed,fixed_15000,,15000,0.01203333333333333,0.25,fixed_budget,,0,0.0025353897362947464,,,,
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,fixed,fixed_18000,,18000,0.007066666666666668,0.09999999999999998,fixed_budget,,0,0.0030935052782297134,,,,
qft_6_fake_fez,qft_6_circuit,qft,6,fake_fez,circuit,20000,50,sequential,0,1.8686961811035872,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,7850,0.026850000000000002,0.6074999999999999,stable,0.004277442302920013,154,0.007655501365661621,50.0,3.0,5.0,0.005
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,fixed,fixed_1000,,1000,0.08635000000000001,0.95,fixed_budget,,0,0.00017184484750032425,,,,
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,fixed,fixed_2500,,2500,0.049049999999999996,0.875,fixed_budget,,0,0.0005619646981358528,,,,
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,fixed,fixed_5000,,5000,0.03550000000000001,0.75,fixed_budget,,0,0.0008283881470561028,,,,
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,fixed,fixed_10000,,10000,0.020149999999999998,0.5,fixed_budget,,0,0.0016493620350956917,,,,
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,fixed,fixed_15000,,15000,0.013216666666666668,0.25,fixed_budget,,0,0.0024695144966244698,,,,
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,fixed,fixed_18000,,18000,0.0069833333333333344,0.09999999999999998,fixed_budget,,0,0.0029774168506264687,,,,
qft_6_fake_kyiv,qft_6_circuit,qft,6,fake_kyiv,circuit,20000,50,sequential,0,1.7174263438209891,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,8550,0.02072923976608188,0.5725,stable,0.0049728487886382625,168,0.007688114419579506,50.0,3.0,5.0,0.005
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,fixed,fixed_1000,,1000,0.09844999999999994,0.95,fixed_budget,,0,0.00017304718494415283,,,,
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,fixed,fixed_2500,,2500,0.06595,0.875,fixed_budget,,0,0.0004177410155534744,,,,
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,fixed,fixed_5000,,5000,0.041449999999999994,0.75,fixed_budget,,0,0.0008350610733032227,,,,
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,fixed,fixed_10000,,10000,0.025450000000000014,0.5,fixed_budget,,0,0.0016654934734106064,,,,
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,fixed,fixed_15000,,15000,0.012516666666666672,0.25,fixed_budget,,0,0.0024865465238690376,,,,
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,fixed,fixed_18000,,18000,0.007794444444444443,0.09999999999999998,fixed_budget,,0,0.0030213985592126846,,,,
qft_6_fake_marrakesh,qft_6_circuit,qft,6,fake_marrakesh,circuit,20000,50,sequential,0,1.697357313707471,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,7600,0.030844736842105272,0.62,stable,0.0041213352172377185,149,0.00684652104973793,50.0,3.0,5.0,0.005
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,fixed,fixed_1000,,1000,0.09975,0.95,fixed_budget,,0,0.00017307791858911514,,,,
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,fixed,fixed_2500,,2500,0.05920000000000002,0.875,fixed_budget,,0,0.00041770096868276596,,,,
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,fixed,fixed_5000,,5000,0.03870000000000001,0.75,fixed_budget,,0,0.0008314047008752823,,,,
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,fixed,fixed_10000,,10000,0.026050000000000004,0.5,fixed_budget,,0,0.0016795694828033447,,,,
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,fixed,fixed_15000,,15000,0.015833333333333338,0.25,fixed_budget,,0,0.0025015762075781822,,,,
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,fixed,fixed_18000,,18000,0.007300000000000005,0.09999999999999998,fixed_budget,,0,0.0030099675059318542,,,,
qft_6_fake_sherbrooke,qft_6_circuit,qft,6,fake_sherbrooke,circuit,20000,50,sequential,0,1.7030818201601505,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,8600,0.029706976744186077,0.5700000000000001,stable,0.0037580844915370863,169,0.007740093395113945,50.0,3.0,5.0,0.005
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,fixed,fixed_1000,,1000,0.08990000000000005,0.95,fixed_budget,,0,0.0001993868499994278,,,,
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,fixed,fixed_2500,,2500,0.0636,0.875,fixed_budget,,0,0.0004844078794121742,,,,
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,fixed,fixed_5000,,5000,0.03819999999999999,0.75,fixed_budget,,0,0.0010235179215669632,,,,
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,fixed,fixed_10000,,10000,0.018650000000000003,0.5,fixed_budget,,0,0.0018709516152739525,,,,
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,fixed,fixed_15000,,15000,0.012950000000000005,0.25,fixed_budget,,0,0.0025039296597242355,,,,
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,fixed,fixed_18000,,18000,0.007616666666666671,0.09999999999999998,fixed_budget,,0,0.003050444647669792,,,,
qft_6_fake_torino,qft_6_circuit,qft,6,fake_torino,circuit,20000,50,sequential,0,1.6545705860480666,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,9200,0.022228260869565218,0.54,stable,0.004496156617823687,181,0.008637061342597008,50.0,3.0,5.0,0.005
