split_id,split_mode,repetition,config_id,policy,scheme,train_rows,train_circuit_configs,train_k_values,train_median_tvd,train_q75_tvd,train_q95_tvd,train_max_tvd,train_valid_rate_tvd_le_0p01,train_valid_rate_tvd_le_0p05,train_valid_rate_tvd_le_0p10,train_median_ssr,train_q25_ssr,train_median_parallel_ssr,train_median_total_shots,train_median_max_backend_shots,train_selection_risk_q95,train_selection_risk_max
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,aggregate_only_sync,confidence,300,60,5,0.012165535714285677,0.017085334968572417,0.025273649227658943,0.03706756756756689,0.45,1.0,1.0,0.5025,0.0,0.5025,20000.0,9950.0,0.025273649227658943,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,aggregate_only_sync,shot_proportional,300,60,5,0.012165535714285677,0.017085334968572417,0.025273649227658943,0.03706756756756689,0.45,1.0,1.0,0.5025,0.0,0.5025,20000.0,9950.0,0.025273649227658943,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,aggregate_only_sync,uniform,300,60,5,0.012165535714285677,0.017085334968572417,0.025273649227658943,0.03706756756756689,0.45,1.0,1.0,0.5025,0.0,0.5025,20000.0,9950.0,0.025273649227658943,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,hierarchical_local_aggregate,confidence,300,60,5,0.011511279284922104,0.01724556537835295,0.0250304905799451,0.03706756756756689,0.45,1.0,1.0,0.5025,0.0,0.5025,20000.0,9950.0,0.0250304905799451,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,hierarchical_local_aggregate,shot_proportional,300,60,5,0.012425684121621618,0.017090496891843575,0.02577860108927936,0.03706756756756689,0.44666666666666666,1.0,1.0,0.5025,0.0,0.5025,20000.0,9950.0,0.02577860108927936,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,hierarchical_local_aggregate,uniform,300,60,5,0.01240155741249493,0.017090496891843575,0.0256708204777055,0.03706756756756689,0.44666666666666666,1.0,1.0,0.5025,0.0,0.5025,20000.0,9950.0,0.0256708204777055,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,local_only_offline_aggregate,confidence,300,60,5,0.0067814323072621936,0.012435937874431164,0.022000778511278428,0.03706756756756689,0.6633333333333333,1.0,1.0,0.16499999999999998,0.0,0.12,26875.0,17600.0,0.022000778511278428,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,local_only_offline_aggregate,shot_proportional,300,60,5,0.006241154297580372,0.01224113523911542,0.022318560437869287,0.03706756756756689,0.66,1.0,1.0,0.16499999999999998,0.0,0.12,26875.0,17600.0,0.022318560437869287,0.03706756756756689
stratified_size_rep000,stratified_size,0,b50_lb2_k2_eps0p0025,local_only_offline_aggregate,uniform,300,60,5,0.006654579471434882,0.012211272346026023,0.021837040100905494,0.03706756756756689,0.6666666666666666,1.0,1.0,0.16499999999999998,0.0,0.12,26875.0,17600.0,0.021837040100905494,0.03706756756756689
stratified_size_rep001,stratified_size,1,b50_lb2_k2_eps0p0025,aggregate_only_sync,confidence,300,60,5,0.012379189311594197,0.017658628962749487,0.025273649227658943,0.03258654970760249,0.44666666666666666,1.0,1.0,0.510625,0.0,0.510625,20000.0,9787.5,0.025273649227658943,0.03258654970760249
