trace_id,circuit_key,algorithm,size,backend,circuit_kind,reference_shots,source_batch_size,sampling_strategy,sampling_seed,qsimbench_materialization_time_seconds,strategy_family,strategy,config_id,shots,tvd_to_reference,saving_vs_reference,stop_reason,last_stability_tvd,checks_performed,strategy_eval_time_seconds,batch_size,lookback_batches,stability,epsilon
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,fixed,fixed_1000,,1000,0.05425,0.95,fixed_budget,,0,0.00010822340846061707,,,,
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,fixed,fixed_2500,,2500,0.046049999999999994,0.875,fixed_budget,,0,0.0002559451386332512,,,,
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,fixed,fixed_5000,,5000,0.026699999999999998,0.75,fixed_budget,,0,0.0005105957388877869,,,,
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,fixed,fixed_10000,,10000,0.018250000000000002,0.5,fixed_budget,,0,0.001058182679116726,,,,
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,fixed,fixed_15000,,15000,0.008350000000000003,0.25,fixed_budget,,0,0.0015968428924679756,,,,
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,fixed,fixed_18000,,18000,0.004694444444444452,0.09999999999999998,fixed_budget,,0,0.0019164877012372017,,,,
qnn_5_fake_fez,qnn_5_circuit,qnn,5,fake_fez,circuit,20000,50,sequential,0,1.3461764408275485,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,5800,0.02865172413793103,0.71,stable,0.004032651815685058,113,0.003542086109519005,50.0,3.0,5.0,0.005
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,fixed,fixed_1000,,1000,0.051000000000000004,0.95,fixed_budget,,0,0.00011094007641077042,,,,
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,fixed,fixed_2500,,2500,0.03060000000000001,0.875,fixed_budget,,0,0.00026797689497470856,,,,
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,fixed,fixed_5000,,5000,0.0212,0.75,fixed_budget,,0,0.0005471557378768921,,,,
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,fixed,fixed_10000,,10000,0.013149999999999993,0.5,fixed_budget,,0,0.0010968567803502083,,,,
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,fixed,fixed_15000,,15000,0.00853333333333332,0.25,fixed_budget,,0,0.0016829771921038628,,,,
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,fixed,fixed_18000,,18000,0.004288888888888882,0.09999999999999998,fixed_budget,,0,0.0020305849611759186,,,,
qnn_5_fake_kyiv,qnn_5_circuit,qnn,5,fake_kyiv,circuit,20000,50,sequential,0,1.3981889905408025,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,5700,0.01699210526315789,0.7150000000000001,stable,0.0047178757705073565,111,0.003500557504594326,50.0,3.0,5.0,0.005
qnn_5_fake_marrakesh,qnn_5_circuit,qnn,5,fake_marrakesh,circuit,20000,50,sequential,0,1.3122315155342221,fixed,fixed_1000,,1000,0.05465,0.95,fixed_budget,,0,0.00010657217353582382,,,,
qnn_5_fake_marrakesh,qnn_5_circuit,qnn,5,fake_marrakesh,circuit,20000,50,sequential,0,1.3122315155342221,fixed,fixed_2500,,2500,0.033900000000000007,0.875,fixed_budget,,0,0.00024241860955953598,,,,
