,fake_fez,fake_kyiv,fake_marrakesh,fake_sherbrooke,fake_torino
fake_fez,0.0,0.19014999999999996,0.12852777777777777,0.18339513888888895,0.15611666666666663
fake_kyiv,0.19015000000000004,0.0,0.21529583333333357,0.1422180555555557,0.15390555555555568
fake_marrakesh,0.1285277777777779,0.2152958333333339,0.0,0.20787708333333357,0.17869652777777756
fake_sherbrooke,0.18339513888888892,0.14221805555555556,0.20787708333333335,0.0,0.1483972222222224
fake_torino,0.1561166666666668,0.15390555555555585,0.17869652777777761,0.1483972222222224,0.0
