stage,payload_path,payload_count,expected_payload_count,circuit_config_count,config_count,grid_config_ids_filter,resume_grid,policies,weighting_schemes,sizes,split_mode,test_fraction,split_repetitions,selection_target_tvd,selection_risk_stat,selection_objective,run_time_seconds,note
grid_search,results/stable_shots_multi_qpu_grid/trace_payloads.jsonl.gz,360,360,72,1,b50_lb1_k2_eps0p005,True,"local_only_offline_aggregate,aggregate_only_sync,hierarchical_local_aggregate","uniform,shot_proportional,confidence","4,5,6,7,8,9,10,11,12,13,14,15",stratified_size,0.2,100,0.05,q95,max_ssr,1077.1917128115892,Grid search collapses overlapping subset rows to circuit-level metrics before train/test selection.
