split_id,split_mode,repetition,config_id,policy,scheme,train_rows,train_circuit_configs,train_k_values,train_median_tvd,train_q75_tvd,train_q95_tvd,train_max_tvd,train_valid_rate_tvd_le_0p01,train_valid_rate_tvd_le_0p05,train_valid_rate_tvd_le_0p10,train_median_ssr,train_q25_ssr,train_median_parallel_ssr,train_median_total_shots,train_median_max_backend_shots,train_selection_risk_q95,train_selection_risk_max
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,aggregate_only_sync,confidence,300,60,5,0.039751515151514843,0.07702352663743894,0.23394985576925534,0.36962535885165415,0.03666666666666667,0.6133333333333333,0.8133333333333334,0.79,0.5428124999999999,0.79,10075.0,4200.0,0.23394985576925534,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.039751515151514843,0.07702352663743894,0.23394985576925534,0.36962535885165415,0.03666666666666667,0.6133333333333333,0.8133333333333334,0.79,0.5428124999999999,0.79,10075.0,4200.0,0.23394985576925534,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,aggregate_only_sync,uniform,300,60,5,0.039751515151514843,0.07702352663743894,0.23394985576925534,0.36962535885165415,0.03666666666666667,0.6133333333333333,0.8133333333333334,0.79,0.5428124999999999,0.79,10075.0,4200.0,0.23394985576925534,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.03913837432157247,0.0770228204450019,0.23394984999305232,0.36962535885165415,0.043333333333333335,0.6166666666666667,0.8133333333333334,0.79,0.5428124999999999,0.79,10075.0,4200.0,0.23394984999305232,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,hierarchical_local_aggregate,shot_proportional,300,60,5,0.039751515151514843,0.07702352663743894,0.23394985576925534,0.36962535885165415,0.03666666666666667,0.6133333333333333,0.8133333333333334,0.79,0.5428124999999999,0.79,10075.0,4200.0,0.23394985576925534,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,hierarchical_local_aggregate,uniform,300,60,5,0.039751515151514843,0.07702352663743894,0.23394985576925534,0.36962535885165415,0.03666666666666667,0.6133333333333333,0.8133333333333334,0.79,0.5428124999999999,0.79,10075.0,4200.0,0.23394985576925534,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,local_only_offline_aggregate,confidence,300,60,5,0.03232103055320591,0.0723517427735718,0.23289893819745078,0.36962535885165415,0.06333333333333334,0.6533333333333333,0.8233333333333334,0.6772916666666666,0.51,0.6525000000000001,13300.0,6950.0,0.23289893819745078,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,local_only_offline_aggregate,shot_proportional,300,60,5,0.03319503131476694,0.0732448613784423,0.2328992105263377,0.36962535885165415,0.06,0.6533333333333333,0.8233333333333334,0.6772916666666666,0.51,0.6525000000000001,13300.0,6950.0,0.2328992105263377,0.36962535885165415
stratified_size_rep000,stratified_size,0,b50_lb1_k10_eps0p005,local_only_offline_aggregate,uniform,300,60,5,0.03237399272491625,0.07274383629863311,0.2328992105263377,0.36962535885165415,0.056666666666666664,0.6533333333333333,0.8233333333333334,0.6772916666666666,0.51,0.6525000000000001,13300.0,6950.0,0.2328992105263377,0.36962535885165415
stratified_size_rep001,stratified_size,1,b50_lb1_k10_eps0p005,aggregate_only_sync,confidence,300,60,5,0.039101778176778,0.0751750926652715,0.22695644230768608,0.36878732057414154,0.05333333333333334,0.6266666666666667,0.8033333333333333,0.7925,0.5384375,0.7925,10250.0,4150.0,0.22695644230768608,0.36878732057414154
stratified_size_rep001,stratified_size,1,b50_lb1_k10_eps0p005,aggregate_only_sync,shot_proportional,300,60,5,0.039101778176778,0.0751750926652715,0.22695644230768608,0.36878732057414154,0.05333333333333334,0.6266666666666667,0.8033333333333333,0.7925,0.5384375,0.7925,10250.0,4150.0,0.22695644230768608,0.36878732057414154
stratified_size_rep001,stratified_size,1,b50_lb1_k10_eps0p005,aggregate_only_sync,uniform,300,60,5,0.039101778176778,0.0751750926652715,0.22695644230768608,0.36878732057414154,0.05333333333333334,0.6266666666666667,0.8033333333333333,0.7925,0.5384375,0.7925,10250.0,4150.0,0.22695644230768608,0.36878732057414154
stratified_size_rep001,stratified_size,1,b50_lb1_k10_eps0p005,hierarchical_local_aggregate,confidence,300,60,5,0.038958511142721634,0.07517586133631679,0.22694611925121594,0.36878732057414154,0.056666666666666664,0.63,0.8033333333333333,0.7925,0.5384375,0.7925,10250.0,4150.0,0.22694611925121594,0.36878732057414154
stratified_size_rep001,stratified_size,1,b50_lb1_k10_eps0p005,hierarchical_local_aggregate,shot_proportional,300,60,5,0.039101778176778,0.0751750926652715,0.22695644230768608,0.36878732057414154,0.05333333333333334,0.6266666666666667,0.8033333333333333,0.7925,0.5384375,0.7925,10250.0,4150.0,0.22695644230768608,0.36878732057414154
