split_id,split_mode,repetition,config_id,policy,scheme,train_rows,train_circuit_configs,train_k_values,train_median_tvd,train_q75_tvd,train_q95_tvd,train_max_tvd,train_valid_rate_tvd_le_0p01,train_valid_rate_tvd_le_0p05,train_valid_rate_tvd_le_0p10,train_median_ssr,train_q25_ssr,train_median_parallel_ssr,train_median_total_shots,train_median_max_backend_shots,train_selection_risk_q95,train_selection_risk_max,selected_config_id,selection_relaxed,selection_target_tvd,selection_risk_stat,selection_objective,selection_risk_value
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,aggregate_only_sync,confidence,300,60,5,0.0,0.0036397727272727155,0.005318208744737707,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005318208744737707,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005318208744737707
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,aggregate_only_sync,shot_proportional,300,60,5,0.0,0.0036397727272727155,0.005318208744737707,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005318208744737707,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005318208744737707
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,aggregate_only_sync,uniform,300,60,5,0.0,0.0036397727272727155,0.005318208744737707,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005318208744737707,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005318208744737707
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,confidence,300,60,5,0.0,0.003639198712178704,0.005438021901065516,0.007499192470095912,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005438021901065516,0.007499192470095912,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005438021901065516
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,shot_proportional,300,60,5,0.0,0.0036921374060438494,0.005429930305286874,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005429930305286874,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005429930305286874
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,uniform,300,60,5,0.0,0.0036916854076089797,0.005429930305286874,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005429930305286874,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005429930305286874
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,local_only_offline_aggregate,confidence,300,60,5,0.0,0.0014902691970125228,0.0036964146604884416,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56175.0,20000.0,0.0036964146604884416,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.0036964146604884416
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,local_only_offline_aggregate,shot_proportional,300,60,5,0.0,0.0010965637884652925,0.003490832079128021,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56175.0,20000.0,0.003490832079128021,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.003490832079128021
stratified_size_rep000,stratified_size,0,b50_lb5_k3_eps0p001,local_only_offline_aggregate,uniform,300,60,5,0.0,0.0011511799372692973,0.0036985110618310167,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56175.0,20000.0,0.0036985110618310167,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.0036985110618310167
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,aggregate_only_sync,confidence,300,60,5,0.0,0.0030603021026214395,0.005146824820788569,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005146824820788569,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005146824820788569
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,aggregate_only_sync,shot_proportional,300,60,5,0.0,0.0030603021026214395,0.005146824820788569,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005146824820788569,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005146824820788569
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,aggregate_only_sync,uniform,300,60,5,0.0,0.0030603021026214395,0.005146824820788569,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005146824820788569,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005146824820788569
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,confidence,300,60,5,0.0,0.0031593723676278307,0.005108577318183306,0.007229347070130044,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005108577318183306,0.007229347070130044,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005108577318183306
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,shot_proportional,300,60,5,0.0,0.0032035316544313667,0.005334898012552227,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005334898012552227,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005334898012552227
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,uniform,300,60,5,0.0,0.003200215035214628,0.005334898012552227,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005334898012552227,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005334898012552227
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,local_only_offline_aggregate,confidence,300,60,5,0.0,0.0013540553694177467,0.003511166937857763,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56175.0,20000.0,0.003511166937857763,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.003511166937857763
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,local_only_offline_aggregate,shot_proportional,300,60,5,0.0,0.0009891171466922717,0.003361664923184685,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56175.0,20000.0,0.003361664923184685,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.003361664923184685
stratified_size_rep001,stratified_size,1,b50_lb5_k3_eps0p001,local_only_offline_aggregate,uniform,300,60,5,0.0,0.0010701755172090452,0.003493032108473418,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56175.0,20000.0,0.003493032108473418,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.003493032108473418
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,aggregate_only_sync,confidence,300,60,5,0.0,0.0037320360043796,0.005429879106024882,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005429879106024882,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005429879106024882
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,aggregate_only_sync,shot_proportional,300,60,5,0.0,0.0037320360043796,0.005429879106024882,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005429879106024882,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005429879106024882
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,aggregate_only_sync,uniform,300,60,5,0.0,0.0037320360043796,0.005429879106024882,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005429879106024882,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005429879106024882
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,confidence,300,60,5,0.0,0.003841596878341818,0.005436264547301304,0.007499192470095912,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005436264547301304,0.007499192470095912,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005436264547301304
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,shot_proportional,300,60,5,0.0,0.00386280224860881,0.005444012659748243,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005444012659748243,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005444012659748243
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,hierarchical_local_aggregate,uniform,300,60,5,0.0,0.00386280224860881,0.005444012659748243,0.007864035087719327,1.0,1.0,1.0,0.0,0.0,0.0,40000.0,20000.0,0.005444012659748243,0.007864035087719327,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.005444012659748243
stratified_size_rep002,stratified_size,2,b50_lb5_k3_eps0p001,local_only_offline_aggregate,confidence,300,60,5,0.0,0.0016421780269844232,0.003679862072248522,0.006558982035928122,1.0,1.0,1.0,0.0,0.0,0.0,56625.0,20000.0,0.003679862072248522,0.006558982035928122,b50_lb5_k3_eps0p001,False,0.05,q95,max_ssr,0.003679862072248522
