trace_id,circuit_key,algorithm,size,backend,circuit_kind,reference_shots,source_batch_size,sampling_strategy,sampling_seed,qsimbench_materialization_time_seconds,strategy_family,strategy,config_id,shots,tvd_to_reference,saving_vs_reference,stop_reason,last_stability_tvd,checks_performed,strategy_eval_time_seconds,batch_size,lookback_batches,stability,epsilon
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,fixed,fixed_1000,,1000,0.31659999999999267,0.95,fixed_budget,,0,0.00022170878946781158,,,,
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,fixed,fixed_2500,,2500,0.21084999999999396,0.875,fixed_budget,,0,0.000541243702173233,,,,
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,fixed,fixed_5000,,5000,0.14759999999999684,0.75,fixed_budget,,0,0.0010354099795222282,,,,
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,fixed,fixed_10000,,10000,0.08929999999999637,0.5,fixed_budget,,0,0.0020596589893102646,,,,
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,fixed,fixed_15000,,15000,0.04981666666666506,0.25,fixed_budget,,0,0.0030505750328302383,,,,
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,fixed,fixed_18000,,18000,0.026383333333334653,0.09999999999999998,fixed_budget,,0,0.0036563221365213394,,,,
qaoa_14_fake_fez,qaoa_14_circuit,qaoa,14,fake_fez,circuit,20000,50,sequential,0,2.269289289601147,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,17850,0.027566526610645174,0.10750000000000004,stable,0.004727721597113583,354,0.18652930855751038,50.0,3.0,5.0,0.005
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,fixed,fixed_1000,,1000,0.47139999999998405,0.95,fixed_budget,,0,0.00026112329214811325,,,,
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,fixed,fixed_2500,,2500,0.33074999999998783,0.875,fixed_budget,,0,0.0006330385804176331,,,,
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,fixed,fixed_5000,,5000,0.2392999999999888,0.75,fixed_budget,,0,0.0012294668704271317,,,,
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,fixed,fixed_10000,,10000,0.1380999999999926,0.5,fixed_budget,,0,0.0023728003725409508,,,,
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,fixed,fixed_15000,,15000,0.08109999999999612,0.25,fixed_budget,,0,0.00371544249355793,,,,
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,fixed,fixed_18000,,18000,0.04242222222222109,0.09999999999999998,fixed_budget,,0,0.004358680918812752,,,,
qaoa_14_fake_kyiv,qaoa_14_circuit,qaoa,14,fake_kyiv,circuit,20000,50,sequential,0,2.3599869264289737,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,20000,0.0,0.0,max_budget,0.00574521410579373,397,0.38319126050919294,50.0,3.0,5.0,0.005
qaoa_14_fake_marrakesh,qaoa_14_circuit,qaoa,14,fake_marrakesh,circuit,20000,50,sequential,0,2.0742899170145392,fixed,fixed_1000,,1000,0.29949999999999344,0.95,fixed_budget,,0,0.00021453574299812317,,,,
