policy,scheme,repetitions,median_test_median_tvd,q75_test_median_tvd,median_test_q95_tvd,median_test_max_tvd,median_test_valid_rate_tvd_le_0p05,median_test_median_ssr,median_test_median_parallel_ssr,relaxed_selection_rate
aggregate_only_sync,confidence,100,0.010279935578152516,0.013024925872167789,0.0193378689485258,0.020168041237113694,1.0,0.45375,0.45375,0.0
aggregate_only_sync,shot_proportional,100,0.010279935578152516,0.013024925872167789,0.0193378689485258,0.020168041237113694,1.0,0.45375,0.45375,0.0
aggregate_only_sync,uniform,100,0.010279935578152516,0.013024925872167789,0.0193378689485258,0.020168041237113694,1.0,0.45375,0.45375,0.0
hierarchical_local_aggregate,confidence,100,0.00940370248848909,0.013126964500038855,0.018853195187813955,0.019820831304509325,1.0,0.4546875,0.4546875,0.0
hierarchical_local_aggregate,shot_proportional,100,0.010306377436835882,0.013024925872167789,0.019522815872232875,0.020322142221727745,1.0,0.4546875,0.4546875,0.0
hierarchical_local_aggregate,uniform,100,0.010255833769976418,0.013024925872167789,0.019491134226659854,0.02031878888776758,1.0,0.4546875,0.4546875,0.0
local_only_offline_aggregate,confidence,100,0.005455712763731152,0.007441492655475423,0.01717680300807043,0.01961534391534399,1.0,0.184375,0.09249999999999997,0.0
local_only_offline_aggregate,shot_proportional,100,0.005306812070706668,0.007590383736703066,0.01717680300807043,0.01961534391534399,1.0,0.184375,0.09249999999999997,0.0
local_only_offline_aggregate,uniform,100,0.005463614285019596,0.007499107340152076,0.01717680300807043,0.01961534391534399,1.0,0.184375,0.09249999999999997,0.0
