strategy,strategy_family,config_id,batch_size,lookback_batches,stability,epsilon,traces,success_rate,median_shots,mean_shots,p95_shots,max_shots,median_tvd,mean_tvd,p95_tvd,max_tvd,stable_stop_rate,max_budget_rate
stable_shots_b500_lb3_k3_eps0p005,stable_shots,b500_lb3_k3_eps0p005,500.0,3.0,3.0,0.005,180,1.0,20000.0,16750.0,20000.0,20000.0,0.0,0.0020987646867507673,0.007302348484848438,0.0120238095238095,0.36666666666666664,0.6333333333333333
stable_shots_b500_lb3_k3_eps0p0025,stable_shots,b500_lb3_k3_eps0p0025,500.0,3.0,3.0,0.0025,180,1.0,20000.0,18577.777777777777,20000.0,20000.0,0.0,0.000564818175472209,0.0036064215686273746,0.0062499999999999,0.19444444444444445,0.8055555555555556
stable_shots_b500_lb3_k3_eps0p001,stable_shots,b500_lb3_k3_eps0p001,500.0,3.0,3.0,0.001,180,1.0,20000.0,19663.88888888889,20000.0,20000.0,0.0,7.851559937215055e-05,0.0008083333333333249,0.0048222222222222,0.06666666666666667,0.9333333333333333
stable_shots_b500_lb3_k5_eps0p005,stable_shots,b500_lb3_k5_eps0p005,500.0,3.0,5.0,0.005,180,1.0,20000.0,17241.666666666668,20000.0,20000.0,0.0,0.001715521027329553,0.007062857142857041,0.0110523809523809,0.3388888888888889,0.6611111111111111
stable_shots_b500_lb3_k5_eps0p0025,stable_shots,b500_lb3_k5_eps0p0025,500.0,3.0,5.0,0.0025,180,1.0,20000.0,18863.88888888889,20000.0,20000.0,0.0,0.0004249247892444466,0.0028065517241378326,0.0053499999999999,0.17222222222222222,0.8277777777777777
stable_shots_b500_lb3_k5_eps0p001,stable_shots,b500_lb3_k5_eps0p001,500.0,3.0,5.0,0.001,180,1.0,20000.0,19772.222222222223,20000.0,20000.0,0.0,4.608349823866888e-05,0.0,0.00175,0.05,0.95
stable_shots_b500_lb3_k10_eps0p005,stable_shots,b500_lb3_k10_eps0p005,500.0,3.0,10.0,0.005,180,1.0,20000.0,18091.666666666668,20000.0,20000.0,0.0,0.0010719024767126095,0.004802499999999999,0.0079115384615384,0.3,0.7
stable_shots_b500_lb3_k10_eps0p0025,stable_shots,b500_lb3_k10_eps0p0025,500.0,3.0,10.0,0.0025,180,1.0,20000.0,19327.777777777777,20000.0,20000.0,0.0,0.00021490114639295612,0.0017605555555555046,0.0048222222222222,0.1111111111111111,0.8888888888888888
stable_shots_b500_lb3_k10_eps0p001,stable_shots,b500_lb3_k10_eps0p001,500.0,3.0,10.0,0.001,180,1.0,20000.0,19938.88888888889,20000.0,20000.0,0.0,8.548690574306667e-06,0.0,0.0006712121212121,0.022222222222222223,0.9777777777777777
stable_shots_b500_lb5_k1_eps0p005,stable_shots,b500_lb5_k1_eps0p005,500.0,5.0,1.0,0.005,180,1.0,20000.0,17033.333333333332,20000.0,20000.0,0.0,0.0017627332154131867,0.007041264822134374,0.0098611111111111,0.3277777777777778,0.6722222222222223
stable_shots_b500_lb5_k1_eps0p0025,stable_shots,b500_lb5_k1_eps0p0025,500.0,5.0,1.0,0.0025,180,1.0,20000.0,18530.555555555555,20000.0,20000.0,0.0,0.0005683816716177222,0.003619780701754319,0.0063055555555555,0.17777777777777778,0.8222222222222222
stable_shots_b500_lb5_k1_eps0p001,stable_shots,b500_lb5_k1_eps0p001,500.0,5.0,1.0,0.001,180,1.0,20000.0,19608.333333333332,20000.0,20000.0,0.0,9.075166633515556e-05,0.0005382865557864729,0.004,0.06111111111111111,0.9388888888888889
stable_shots_b500_lb5_k2_eps0p005,stable_shots,b500_lb5_k2_eps0p005,500.0,5.0,2.0,0.005,180,1.0,20000.0,17380.555555555555,20000.0,20000.0,0.0,0.0014148833629999517,0.0063069082125603295,0.0100684210526315,0.3055555555555556,0.6944444444444444
stable_shots_b500_lb5_k2_eps0p0025,stable_shots,b500_lb5_k2_eps0p0025,500.0,5.0,2.0,0.0025,180,1.0,20000.0,18802.777777777777,20000.0,20000.0,0.0,0.0004468022816531839,0.003420648148148082,0.0056666666666666,0.16666666666666666,0.8333333333333334
stable_shots_b500_lb5_k2_eps0p001,stable_shots,b500_lb5_k2_eps0p001,500.0,5.0,2.0,0.001,180,1.0,20000.0,19741.666666666668,20000.0,20000.0,0.0,4.2703788401288896e-05,0.0,0.0020396551724138,0.05555555555555555,0.9444444444444444
stable_shots_b500_lb5_k3_eps0p005,stable_shots,b500_lb5_k3_eps0p005,500.0,5.0,3.0,0.005,180,1.0,20000.0,17630.555555555555,20000.0,20000.0,0.0,0.0012312244168306244,0.005673333333333268,0.0080299999999999,0.3055555555555556,0.6944444444444444
stable_shots_b500_lb5_k3_eps0p0025,stable_shots,b500_lb5_k3_eps0p0025,500.0,5.0,3.0,0.0025,180,1.0,20000.0,19027.777777777777,20000.0,20000.0,0.0,0.000343365887874825,0.0026661764705881836,0.0052307692307692,0.14444444444444443,0.8555555555555555
stable_shots_b500_lb5_k3_eps0p001,stable_shots,b500_lb5_k3_eps0p001,500.0,5.0,3.0,0.001,180,1.0,20000.0,19811.11111111111,20000.0,20000.0,0.0,3.0026391736916668e-05,0.0,0.00175,0.03888888888888889,0.9611111111111111
stable_shots_b500_lb5_k5_eps0p005,stable_shots,b500_lb5_k5_eps0p005,500.0,5.0,5.0,0.005,180,1.0,20000.0,18080.555555555555,20000.0,20000.0,0.0,0.0009656861121689017,0.004943764367816008,0.0061275862068965,0.2777777777777778,0.7222222222222222
stable_shots_b500_lb5_k5_eps0p0025,stable_shots,b500_lb5_k5_eps0p0025,500.0,5.0,5.0,0.0025,180,1.0,20000.0,19286.11111111111,20000.0,20000.0,0.0,0.00020990708453098167,0.00165860013860013,0.0048,0.11666666666666667,0.8833333333333333
stable_shots_b500_lb5_k5_eps0p001,stable_shots,b500_lb5_k5_eps0p001,500.0,5.0,5.0,0.001,180,1.0,20000.0,19913.88888888889,20000.0,20000.0,0.0,1.8373655913978332e-05,0.0,0.001225,0.027777777777777776,0.9722222222222222
stable_shots_b500_lb5_k10_eps0p005,stable_shots,b500_lb5_k10_eps0p005,500.0,5.0,10.0,0.005,180,1.0,20000.0,18744.444444444445,20000.0,20000.0,0.0,0.0005568734199420078,0.003652367724867678,0.0054294117647058,0.18888888888888888,0.8111111111111111
stable_shots_b500_lb5_k10_eps0p0025,stable_shots,b500_lb5_k10_eps0p0025,500.0,5.0,10.0,0.0025,180,1.0,20000.0,19588.88888888889,20000.0,20000.0,0.0,0.0001092275018730889,0.0010257657200811183,0.0033673913043478,0.07777777777777778,0.9222222222222223
stable_shots_b500_lb5_k10_eps0p001,stable_shots,b500_lb5_k10_eps0p001,500.0,5.0,10.0,0.001,180,1.0,20000.0,19988.88888888889,20000.0,20000.0,0.0,1.5740740740738889e-06,0.0,0.0002833333333333,0.005555555555555556,0.9944444444444445
stable_shots_b500_lb10_k1_eps0p005,stable_shots,b500_lb10_k1_eps0p005,500.0,10.0,1.0,0.005,180,1.0,20000.0,18208.333333333332,20000.0,20000.0,0.0,0.00082018500182258,0.004660773809523798,0.0110523809523809,0.22777777777777777,0.7722222222222223
stable_shots_b500_lb10_k1_eps0p0025,stable_shots,b500_lb10_k1_eps0p0025,500.0,10.0,1.0,0.0025,180,1.0,20000.0,19236.11111111111,20000.0,20000.0,0.0,0.0002402263244650589,0.0019813461538461014,0.0054294117647058,0.11666666666666667,0.8833333333333333
stable_shots_b500_lb10_k1_eps0p001,stable_shots,b500_lb10_k1_eps0p001,500.0,10.0,1.0,0.001,180,1.0,20000.0,19866.666666666668,20000.0,20000.0,0.0,2.208653846153722e-05,0.0,0.0011166666666666,0.027777777777777776,0.9722222222222222
stable_shots_b500_lb10_k2_eps0p005,stable_shots,b500_lb10_k2_eps0p005,500.0,10.0,2.0,0.005,180,1.0,20000.0,18530.555555555555,20000.0,20000.0,0.0,0.0006161464882572151,0.003888692307692302,0.0099818181818181,0.18333333333333332,0.8166666666666667
stable_shots_b500_lb10_k2_eps0p0025,stable_shots,b500_lb10_k2_eps0p0025,500.0,10.0,2.0,0.0025,180,1.0,20000.0,19416.666666666668,20000.0,20000.0,0.0,0.00014836097645362113,0.0013162962962962375,0.004,0.1,0.9
stable_shots_b500_lb10_k2_eps0p001,stable_shots,b500_lb10_k2_eps0p001,500.0,10.0,2.0,0.001,180,1.0,20000.0,19880.555555555555,20000.0,20000.0,0.0,2.0973362890924444e-05,0.0,0.0013951612903225,0.022222222222222223,0.9777777777777777
stable_shots_b500_lb10_k3_eps0p005,stable_shots,b500_lb10_k3_eps0p005,500.0,10.0,3.0,0.005,180,1.0,20000.0,18730.555555555555,20000.0,20000.0,0.0,0.00048009023034086776,0.0031910135135134747,0.00565,0.17777777777777778,0.8222222222222222
stable_shots_b500_lb10_k3_eps0p0025,stable_shots,b500_lb10_k3_eps0p0025,500.0,10.0,3.0,0.0025,180,1.0,20000.0,19530.555555555555,20000.0,20000.0,0.0,0.00011232351424594947,0.0011372245322244993,0.0030181818181818,0.07777777777777778,0.9222222222222223
stable_shots_b500_lb10_k3_eps0p001,stable_shots,b500_lb10_k3_eps0p001,500.0,10.0,3.0,0.001,180,1.0,20000.0,19913.88888888889,20000.0,20000.0,0.0,9.944409862709446e-06,0.0,0.0007462962962962,0.016666666666666666,0.9833333333333333
stable_shots_b500_lb10_k5_eps0p005,stable_shots,b500_lb10_k5_eps0p005,500.0,10.0,5.0,0.005,180,1.0,20000.0,18950.0,20000.0,20000.0,0.0,0.00041930608318662386,0.0029018749999999943,0.0054294117647058,0.16666666666666666,0.8333333333333334
stable_shots_b500_lb10_k5_eps0p0025,stable_shots,b500_lb10_k5_eps0p0025,500.0,10.0,5.0,0.0025,180,1.0,20000.0,19655.555555555555,20000.0,20000.0,0.0,7.923068684853334e-05,0.0004937142857141888,0.0029833333333333,0.07222222222222222,0.9277777777777778
stable_shots_b500_lb10_k5_eps0p001,stable_shots,b500_lb10_k5_eps0p001,500.0,10.0,5.0,0.001,180,1.0,20000.0,19963.88888888889,20000.0,20000.0,0.0,4.396896896896667e-06,0.0,0.0004833333333333,0.011111111111111112,0.9888888888888889
stable_shots_b500_lb10_k10_eps0p005,stable_shots,b500_lb10_k10_eps0p005,500.0,10.0,10.0,0.005,180,1.0,20000.0,19330.555555555555,20000.0,20000.0,0.0,0.00022901555986342223,0.0017795424836600958,0.00335,0.1388888888888889,0.8611111111111112
stable_shots_b500_lb10_k10_eps0p0025,stable_shots,b500_lb10_k10_eps0p0025,500.0,10.0,10.0,0.0025,180,1.0,20000.0,19875.0,20000.0,20000.0,0.0,2.316184789868833e-05,0.0,0.0010257575757575,0.03888888888888889,0.9611111111111111
stable_shots_b500_lb10_k10_eps0p001,stable_shots,b500_lb10_k10_eps0p001,500.0,10.0,10.0,0.001,180,1.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,1.0
reference_20000,reference,,,,,,180,1.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
