strategy,strategy_family,config_id,batch_size,lookback_batches,stability,epsilon,traces,success_rate,median_shots,mean_shots,p95_shots,max_shots,median_tvd,mean_tvd,p95_tvd,max_tvd,stable_stop_rate,max_budget_rate
stable_shots_b250_lb1_k10_eps0p005,stable_shots,b250_lb1_k10_eps0p005,250.0,1.0,10.0,0.005,180,1.0,12250.0,13341.666666666666,20000.0,20000.0,0.00698076923076915,0.008219570582071976,0.023044540816326415,0.0282349056603773,0.5888888888888889,0.4111111111111111
stable_shots_b250_lb1_k10_eps0p0025,stable_shots,b250_lb1_k10_eps0p0025,250.0,1.0,10.0,0.0025,180,1.0,20000.0,16479.166666666668,20000.0,20000.0,0.0,0.0028885677723325853,0.009855126050420136,0.0131363636363636,0.4444444444444444,0.5555555555555556
stable_shots_b250_lb1_k10_eps0p001,stable_shots,b250_lb1_k10_eps0p001,250.0,1.0,10.0,0.001,180,1.0,20000.0,18954.166666666668,20000.0,20000.0,0.0,0.0003503440188987045,0.0029415340909089934,0.0056521739130434,0.13333333333333333,0.8666666666666667
stable_shots_b250_lb2_k1_eps0p005,stable_shots,b250_lb2_k1_eps0p005,250.0,2.0,1.0,0.005,180,1.0,12875.0,12841.666666666666,20000.0,20000.0,0.008424999999999998,0.00870724593760751,0.021134743589743554,0.0243147058823529,0.5777777777777777,0.4222222222222222
stable_shots_b250_lb2_k1_eps0p0025,stable_shots,b250_lb2_k1_eps0p0025,250.0,2.0,1.0,0.0025,180,1.0,20000.0,15694.444444444445,20000.0,20000.0,0.0,0.003304391223131299,0.011262655728587218,0.0153785714285714,0.4111111111111111,0.5888888888888889
stable_shots_b250_lb2_k1_eps0p001,stable_shots,b250_lb2_k1_eps0p001,250.0,2.0,1.0,0.001,180,1.0,20000.0,18190.277777777777,20000.0,20000.0,0.0,0.0007392111412651039,0.004338126118067942,0.0079115384615384,0.20555555555555555,0.7944444444444444
stable_shots_b250_lb2_k2_eps0p005,stable_shots,b250_lb2_k2_eps0p005,250.0,2.0,2.0,0.005,180,1.0,14125.0,13344.444444444445,20000.0,20000.0,0.00730909090909085,0.007599652208393612,0.01925348484848485,0.0232428571428571,0.5611111111111111,0.4388888888888889
stable_shots_b250_lb2_k2_eps0p0025,stable_shots,b250_lb2_k2_eps0p0025,250.0,2.0,2.0,0.0025,180,1.0,20000.0,16269.444444444445,20000.0,20000.0,0.0,0.002570210486034438,0.009626114081996363,0.0115329268292682,0.37777777777777777,0.6222222222222222
stable_shots_b250_lb2_k2_eps0p001,stable_shots,b250_lb2_k2_eps0p001,250.0,2.0,2.0,0.001,180,1.0,20000.0,18641.666666666668,20000.0,20000.0,0.0,0.0004871304409506967,0.003224743755383266,0.0063055555555555,0.17222222222222222,0.8277777777777777
stable_shots_b250_lb2_k3_eps0p005,stable_shots,b250_lb2_k3_eps0p005,250.0,2.0,3.0,0.005,180,1.0,14750.0,13644.444444444445,20000.0,20000.0,0.006565909090909049,0.007147826047732968,0.017422470588235248,0.0228499999999999,0.5611111111111111,0.4388888888888889
stable_shots_b250_lb2_k3_eps0p0025,stable_shots,b250_lb2_k3_eps0p0025,250.0,2.0,3.0,0.0025,180,1.0,20000.0,16580.555555555555,20000.0,20000.0,0.0,0.0023141533332294356,0.008171684418746107,0.0109783018867924,0.36666666666666664,0.6333333333333333
stable_shots_b250_lb2_k3_eps0p001,stable_shots,b250_lb2_k3_eps0p001,250.0,2.0,3.0,0.001,180,1.0,20000.0,18847.222222222223,20000.0,20000.0,0.0,0.00036170187073939777,0.0025505555555554596,0.0061184210526315,0.14444444444444443,0.8555555555555555
stable_shots_b250_lb2_k5_eps0p005,stable_shots,b250_lb2_k5_eps0p005,250.0,2.0,5.0,0.005,180,1.0,15500.0,14141.666666666666,20000.0,20000.0,0.0058264705882352,0.006424554245655507,0.016526249999999906,0.0192479591836734,0.5611111111111111,0.4388888888888889
stable_shots_b250_lb2_k5_eps0p0025,stable_shots,b250_lb2_k5_eps0p0025,250.0,2.0,5.0,0.0025,180,1.0,20000.0,17079.166666666668,20000.0,20000.0,0.0,0.0019177122249236357,0.006915875576036828,0.0099818181818181,0.35555555555555557,0.6444444444444445
stable_shots_b250_lb2_k5_eps0p001,stable_shots,b250_lb2_k5_eps0p001,250.0,2.0,5.0,0.001,180,1.0,20000.0,19184.722222222223,20000.0,20000.0,0.0,0.00021184499995467447,0.0019696320754716244,0.0042071428571428,0.1,0.9
stable_shots_b250_lb2_k10_eps0p005,stable_shots,b250_lb2_k10_eps0p005,250.0,2.0,10.0,0.005,180,1.0,17250.0,15019.444444444445,20000.0,20000.0,0.0041451298701298,0.005192424655486234,0.013924221267454314,0.0174555555555555,0.5444444444444444,0.45555555555555555
stable_shots_b250_lb2_k10_eps0p0025,stable_shots,b250_lb2_k10_eps0p0025,250.0,2.0,10.0,0.0025,180,1.0,20000.0,17768.055555555555,20000.0,20000.0,0.0,0.0012982431663659194,0.0053125353773583895,0.0081867346938775,0.32222222222222224,0.6777777777777778
stable_shots_b250_lb2_k10_eps0p001,stable_shots,b250_lb2_k10_eps0p001,250.0,2.0,10.0,0.001,180,1.0,20000.0,19483.333333333332,20000.0,20000.0,0.0,0.00012832259078092166,0.0012785714285714,0.0034428571428571,0.08333333333333333,0.9166666666666666
stable_shots_b250_lb3_k1_eps0p005,stable_shots,b250_lb3_k1_eps0p005,250.0,3.0,1.0,0.005,180,1.0,15625.0,13816.666666666666,20000.0,20000.0,0.00535454545454545,0.006652597045486793,0.01717198717948712,0.021624193548387,0.5444444444444444,0.45555555555555555
stable_shots_b250_lb3_k1_eps0p0025,stable_shots,b250_lb3_k1_eps0p0025,250.0,3.0,1.0,0.0025,180,1.0,20000.0,16418.055555555555,20000.0,20000.0,0.0,0.002417320828153403,0.009165651904997454,0.0138941176470588,0.35555555555555557,0.6444444444444445
stable_shots_b250_lb3_k1_eps0p001,stable_shots,b250_lb3_k1_eps0p001,250.0,3.0,1.0,0.001,180,1.0,20000.0,18756.944444444445,20000.0,20000.0,0.0,0.00039274980415160947,0.0027881060606060382,0.0063055555555555,0.15555555555555556,0.8444444444444444
stable_shots_b250_lb3_k2_eps0p005,stable_shots,b250_lb3_k2_eps0p005,250.0,3.0,2.0,0.005,180,1.0,17625.0,14361.111111111111,20000.0,20000.0,0.0048805555555555,0.0057870156887959165,0.015581293103448223,0.0191444444444444,0.5333333333333333,0.4666666666666667
stable_shots_b250_lb3_k2_eps0p0025,stable_shots,b250_lb3_k2_eps0p0025,250.0,3.0,2.0,0.0025,180,1.0,20000.0,16913.88888888889,20000.0,20000.0,0.0,0.001860273696408086,0.007157598039215622,0.0098411764705882,0.3277777777777778,0.6722222222222223
stable_shots_b250_lb3_k2_eps0p001,stable_shots,b250_lb3_k2_eps0p001,250.0,3.0,2.0,0.001,180,1.0,20000.0,19034.722222222223,20000.0,20000.0,0.0,0.0003076045642370589,0.002348412646675358,0.0056666666666666,0.13333333333333333,0.8666666666666667
stable_shots_b250_lb3_k3_eps0p005,stable_shots,b250_lb3_k3_eps0p005,250.0,3.0,3.0,0.005,180,1.0,18375.0,14726.388888888889,20000.0,20000.0,0.0043972972972973,0.005221322335855375,0.014073285024154563,0.0190864864864864,0.5333333333333333,0.4666666666666667
stable_shots_b250_lb3_k3_eps0p0025,stable_shots,b250_lb3_k3_eps0p0025,250.0,3.0,3.0,0.0025,180,1.0,20000.0,17183.333333333332,20000.0,20000.0,0.0,0.0016562291178093707,0.006979380341880272,0.0095214285714285,0.32222222222222224,0.6777777777777778
stable_shots_b250_lb3_k3_eps0p001,stable_shots,b250_lb3_k3_eps0p001,250.0,3.0,3.0,0.001,180,1.0,20000.0,19172.222222222223,20000.0,20000.0,0.0,0.00022118209983933943,0.001878771093176699,0.0047199999999999,0.10555555555555556,0.8944444444444445
stable_shots_b250_lb3_k5_eps0p005,stable_shots,b250_lb3_k5_eps0p005,250.0,3.0,5.0,0.005,180,1.0,19500.0,15254.166666666666,20000.0,20000.0,0.0024199367088607,0.004483902303862594,0.013454209292412594,0.0147189189189189,0.5166666666666667,0.48333333333333334
stable_shots_b250_lb3_k5_eps0p0025,stable_shots,b250_lb3_k5_eps0p0025,250.0,3.0,5.0,0.0025,180,1.0,20000.0,17688.88888888889,20000.0,20000.0,0.0,0.0012538043596071133,0.005871056365786241,0.0090499999999999,0.29444444444444445,0.7055555555555556
stable_shots_b250_lb3_k5_eps0p001,stable_shots,b250_lb3_k5_eps0p001,250.0,3.0,5.0,0.001,180,1.0,20000.0,19375.0,20000.0,20000.0,0.0,0.0001626587253923989,0.0011956677018633635,0.0057037037037036,0.08333333333333333,0.9166666666666666
stable_shots_b250_lb3_k10_eps0p005,stable_shots,b250_lb3_k10_eps0p005,250.0,3.0,10.0,0.005,180,1.0,20000.0,16159.722222222223,20000.0,20000.0,0.0,0.0032373429234211315,0.009905086397873193,0.0135214285714285,0.4722222222222222,0.5277777777777778
stable_shots_b250_lb3_k10_eps0p0025,stable_shots,b250_lb3_k10_eps0p0025,250.0,3.0,10.0,0.0025,180,1.0,20000.0,18340.277777777777,20000.0,20000.0,0.0,0.0008119854022463694,0.0043819769119768795,0.0068849056603773,0.2611111111111111,0.7388888888888889
stable_shots_b250_lb3_k10_eps0p001,stable_shots,b250_lb3_k10_eps0p001,250.0,3.0,10.0,0.001,180,1.0,20000.0,19613.88888888889,20000.0,20000.0,0.0,8.932095983498667e-05,0.0009539200641318814,0.0019464912280702,0.07222222222222222,0.9277777777777778
stable_shots_b250_lb5_k1_eps0p005,stable_shots,b250_lb5_k1_eps0p005,250.0,5.0,1.0,0.005,180,1.0,20000.0,15200.0,20000.0,20000.0,0.0,0.004199090034835844,0.013889722222222182,0.0157333333333333,0.4722222222222222,0.5277777777777778
stable_shots_b250_lb5_k1_eps0p0025,stable_shots,b250_lb5_k1_eps0p0025,250.0,5.0,1.0,0.0025,180,1.0,20000.0,17359.722222222223,20000.0,20000.0,0.0,0.001447275230023328,0.006598916549789532,0.0152871794871794,0.28888888888888886,0.7111111111111111
stable_shots_b250_lb5_k1_eps0p001,stable_shots,b250_lb5_k1_eps0p001,250.0,5.0,1.0,0.001,180,1.0,20000.0,19097.222222222223,20000.0,20000.0,0.0,0.00025556512306027776,0.002023137254901917,0.0053499999999999,0.1111111111111111,0.8888888888888888
stable_shots_b250_lb5_k2_eps0p005,stable_shots,b250_lb5_k2_eps0p005,250.0,5.0,2.0,0.005,180,1.0,20000.0,15606.944444444445,20000.0,20000.0,0.0,0.0036386256470211146,0.012356748366012997,0.0151071428571428,0.45555555555555555,0.5444444444444444
stable_shots_b250_lb5_k2_eps0p0025,stable_shots,b250_lb5_k2_eps0p0025,250.0,5.0,2.0,0.0025,180,1.0,20000.0,17815.277777777777,20000.0,20000.0,0.0,0.001072863436058989,0.005764829931972769,0.0085517543859649,0.26666666666666666,0.7333333333333333
stable_shots_b250_lb5_k2_eps0p001,stable_shots,b250_lb5_k2_eps0p001,250.0,5.0,2.0,0.001,180,1.0,20000.0,19290.277777777777,20000.0,20000.0,0.0,0.00020080737568409332,0.0013962781036167434,0.0056521739130434,0.09444444444444444,0.9055555555555556
stable_shots_b250_lb5_k3_eps0p005,stable_shots,b250_lb5_k3_eps0p005,250.0,5.0,3.0,0.005,180,1.0,20000.0,15898.611111111111,20000.0,20000.0,0.0,0.0032309868580251916,0.010938739837398338,0.0147473684210526,0.4222222222222222,0.5777777777777777
stable_shots_b250_lb5_k3_eps0p0025,stable_shots,b250_lb5_k3_eps0p0025,250.0,5.0,3.0,0.0025,180,1.0,20000.0,18111.11111111111,20000.0,20000.0,0.0,0.0008621723458986945,0.0045055907278164645,0.0071363636363636,0.24444444444444444,0.7555555555555555
stable_shots_b250_lb5_k3_eps0p001,stable_shots,b250_lb5_k3_eps0p001,250.0,5.0,3.0,0.001,180,1.0,20000.0,19390.277777777777,20000.0,20000.0,0.0,0.00016297245176773333,0.0011156298904537766,0.0058571428571428,0.07777777777777778,0.9222222222222223
stable_shots_b250_lb5_k5_eps0p005,stable_shots,b250_lb5_k5_eps0p005,250.0,5.0,5.0,0.005,180,1.0,20000.0,16415.277777777777,20000.0,20000.0,0.0,0.002648376361174388,0.00908072681704258,0.0150999999999999,0.4111111111111111,0.5888888888888889
stable_shots_b250_lb5_k5_eps0p0025,stable_shots,b250_lb5_k5_eps0p0025,250.0,5.0,5.0,0.0025,180,1.0,20000.0,18406.944444444445,20000.0,20000.0,0.0,0.0006547966228413273,0.003696001029336052,0.005047619047619,0.22777777777777777,0.7722222222222223
stable_shots_b250_lb5_k5_eps0p001,stable_shots,b250_lb5_k5_eps0p001,250.0,5.0,5.0,0.001,180,1.0,20000.0,19608.333333333332,20000.0,20000.0,0.0,9.856379224730721e-05,0.0008023287671231891,0.0048222222222222,0.07222222222222222,0.9277777777777778
stable_shots_b250_lb5_k10_eps0p005,stable_shots,b250_lb5_k10_eps0p005,250.0,5.0,10.0,0.005,180,1.0,20000.0,17116.666666666668,20000.0,20000.0,0.0,0.001879694226148775,0.007202795055821277,0.0097619047619047,0.36666666666666664,0.6333333333333333
stable_shots_b250_lb5_k10_eps0p0025,stable_shots,b250_lb5_k10_eps0p0025,250.0,5.0,10.0,0.0025,180,1.0,20000.0,18813.88888888889,20000.0,20000.0,0.0,0.0004848392261975994,0.00331696969696963,0.0052307692307692,0.17222222222222222,0.8277777777777777
stable_shots_b250_lb5_k10_eps0p001,stable_shots,b250_lb5_k10_eps0p001,250.0,5.0,10.0,0.001,180,1.0,20000.0,19787.5,20000.0,20000.0,0.0,4.2565020833507774e-05,0.0,0.0018584745762712,0.044444444444444446,0.9555555555555556
stable_shots_b250_lb10_k1_eps0p005,stable_shots,b250_lb10_k1_eps0p005,250.0,10.0,1.0,0.005,180,1.0,20000.0,16911.11111111111,20000.0,20000.0,0.0,0.0018751969589280877,0.00729366883116879,0.0110132653061224,0.3333333333333333,0.6666666666666666
stable_shots_b250_lb10_k1_eps0p0025,stable_shots,b250_lb10_k1_eps0p0025,250.0,10.0,1.0,0.0025,180,1.0,20000.0,18411.11111111111,20000.0,20000.0,0.0,0.0006402075853303866,0.0037930193236714147,0.0063055555555555,0.18888888888888888,0.8111111111111111
stable_shots_b250_lb10_k1_eps0p001,stable_shots,b250_lb10_k1_eps0p001,250.0,10.0,1.0,0.001,180,1.0,20000.0,19555.555555555555,20000.0,20000.0,0.0,0.00011388722367535667,0.000743636363636376,0.0048307692307692,0.07222222222222222,0.9277777777777778
stable_shots_b250_lb10_k2_eps0p005,stable_shots,b250_lb10_k2_eps0p005,250.0,10.0,2.0,0.005,180,1.0,20000.0,17136.11111111111,20000.0,20000.0,0.0,0.0016725601274303497,0.006790416666666595,0.0098611111111111,0.32222222222222224,0.6777777777777778
stable_shots_b250_lb10_k2_eps0p0025,stable_shots,b250_lb10_k2_eps0p0025,250.0,10.0,2.0,0.0025,180,1.0,20000.0,18619.444444444445,20000.0,20000.0,0.0,0.0005141334112201749,0.0035694882790165633,0.0061184210526315,0.17222222222222222,0.8277777777777777
stable_shots_b250_lb10_k2_eps0p001,stable_shots,b250_lb10_k2_eps0p001,250.0,10.0,2.0,0.001,180,1.0,20000.0,19626.38888888889,20000.0,20000.0,0.0,8.527990699557944e-05,0.00045410256410246364,0.004,0.05555555555555555,0.9444444444444444
stable_shots_b250_lb10_k3_eps0p005,stable_shots,b250_lb10_k3_eps0p005,250.0,10.0,3.0,0.005,180,1.0,20000.0,17309.722222222223,20000.0,20000.0,0.0,0.0014776130067251185,0.00636045682102622,0.0099662162162162,0.3111111111111111,0.6888888888888889
stable_shots_b250_lb10_k3_eps0p0025,stable_shots,b250_lb10_k3_eps0p0025,250.0,10.0,3.0,0.0025,180,1.0,20000.0,18829.166666666668,20000.0,20000.0,0.0,0.00042652027718738275,0.0029416039707418763,0.0056666666666666,0.17222222222222222,0.8277777777777777
stable_shots_b250_lb10_k3_eps0p001,stable_shots,b250_lb10_k3_eps0p001,250.0,10.0,3.0,0.001,180,1.0,20000.0,19720.833333333332,20000.0,20000.0,0.0,5.1817748987319996e-05,0.00046192604473723376,0.0020396551724138,0.05555555555555555,0.9444444444444444
stable_shots_b250_lb10_k5_eps0p005,stable_shots,b250_lb10_k5_eps0p005,250.0,10.0,5.0,0.005,180,1.0,20000.0,17612.5,20000.0,20000.0,0.0,0.0012500828817692744,0.005833571428571395,0.0080299999999999,0.3055555555555556,0.6944444444444444
stable_shots_b250_lb10_k5_eps0p0025,stable_shots,b250_lb10_k5_eps0p0025,250.0,10.0,5.0,0.0025,180,1.0,20000.0,19022.222222222223,20000.0,20000.0,0.0,0.0003321121669626922,0.0027207692307692597,0.0052307692307692,0.1388888888888889,0.8611111111111112
stable_shots_b250_lb10_k5_eps0p001,stable_shots,b250_lb10_k5_eps0p001,250.0,10.0,5.0,0.001,180,1.0,20000.0,19791.666666666668,20000.0,20000.0,0.0,3.089865175203389e-05,0.0,0.00175,0.03888888888888889,0.9611111111111111
stable_shots_b250_lb10_k10_eps0p005,stable_shots,b250_lb10_k10_eps0p005,250.0,10.0,10.0,0.005,180,1.0,20000.0,18183.333333333332,20000.0,20000.0,0.0,0.0008969057858906162,0.004557558670143385,0.0061889830508474,0.2722222222222222,0.7277777777777777
stable_shots_b250_lb10_k10_eps0p0025,stable_shots,b250_lb10_k10_eps0p0025,250.0,10.0,10.0,0.0025,180,1.0,20000.0,19341.666666666668,20000.0,20000.0,0.0,0.00017554468461117556,0.0013441666666666261,0.0045806451612903,0.1,0.9
stable_shots_b250_lb10_k10_eps0p001,stable_shots,b250_lb10_k10_eps0p001,250.0,10.0,10.0,0.001,180,1.0,20000.0,19937.5,20000.0,20000.0,0.0,1.165343915343889e-05,0.0,0.0012,0.022222222222222223,0.9777777777777777
stable_shots_b500_lb1_k1_eps0p005,stable_shots,b500_lb1_k1_eps0p005,500.0,1.0,1.0,0.005,180,1.0,13250.0,13072.222222222223,20000.0,20000.0,0.0074749999999999504,0.008171867574020476,0.020462826086956428,0.0243147058823529,0.5722222222222222,0.42777777777777776
stable_shots_b500_lb1_k1_eps0p0025,stable_shots,b500_lb1_k1_eps0p0025,500.0,1.0,1.0,0.0025,180,1.0,20000.0,15919.444444444445,20000.0,20000.0,0.0,0.0030072977036531808,0.010602894736842105,0.0153785714285714,0.40555555555555556,0.5944444444444444
stable_shots_b500_lb1_k1_eps0p001,stable_shots,b500_lb1_k1_eps0p001,500.0,1.0,1.0,0.001,180,1.0,20000.0,18327.777777777777,20000.0,20000.0,0.0,0.0006673527752923095,0.004031388888888909,0.0079115384615384,0.19444444444444445,0.8055555555555556
stable_shots_b500_lb1_k2_eps0p005,stable_shots,b500_lb1_k2_eps0p005,500.0,1.0,2.0,0.005,180,1.0,15000.0,13711.111111111111,20000.0,20000.0,0.00616071428571425,0.006923188944272596,0.017750590062111733,0.0228499999999999,0.5666666666666667,0.43333333333333335
stable_shots_b500_lb1_k2_eps0p0025,stable_shots,b500_lb1_k2_eps0p0025,500.0,1.0,2.0,0.0025,180,1.0,20000.0,16625.0,20000.0,20000.0,0.0,0.0022524110326577634,0.008006209677419308,0.0103799999999999,0.36666666666666664,0.6333333333333333
stable_shots_b500_lb1_k2_eps0p001,stable_shots,b500_lb1_k2_eps0p001,500.0,1.0,2.0,0.001,180,1.0,20000.0,18936.11111111111,20000.0,20000.0,0.0,0.00034449886483085726,0.002712939560439502,0.0053499999999999,0.1388888888888889,0.8611111111111112
stable_shots_b500_lb1_k3_eps0p005,stable_shots,b500_lb1_k3_eps0p005,500.0,1.0,3.0,0.005,180,1.0,15500.0,14116.666666666666,20000.0,20000.0,0.0056098901098900495,0.006397454855720255,0.016187749999999893,0.0203261904761904,0.5611111111111111,0.4388888888888889
stable_shots_b500_lb1_k3_eps0p0025,stable_shots,b500_lb1_k3_eps0p0025,500.0,1.0,3.0,0.0025,180,1.0,20000.0,17019.444444444445,20000.0,20000.0,0.0,0.0019727869231734255,0.007386111111111074,0.0110523809523809,0.35,0.65
stable_shots_b500_lb1_k3_eps0p001,stable_shots,b500_lb1_k3_eps0p001,500.0,1.0,3.0,0.001,180,1.0,20000.0,19125.0,20000.0,20000.0,0.0,0.00025553035901719777,0.002409478021977964,0.0050954545454545,0.11666666666666667,0.8833333333333333
stable_shots_b500_lb1_k5_eps0p005,stable_shots,b500_lb1_k5_eps0p005,500.0,1.0,5.0,0.005,180,1.0,17000.0,14808.333333333334,20000.0,20000.0,0.0046722222222222,0.005468476645146693,0.014237318840579672,0.0178565217391304,0.5444444444444444,0.45555555555555555
stable_shots_b500_lb1_k5_eps0p0025,stable_shots,b500_lb1_k5_eps0p0025,500.0,1.0,5.0,0.0025,180,1.0,20000.0,17544.444444444445,20000.0,20000.0,0.0,0.0014675845697113567,0.005675833333333262,0.0098217391304347,0.3333333333333333,0.6666666666666666
stable_shots_b500_lb1_k5_eps0p001,stable_shots,b500_lb1_k5_eps0p001,500.0,1.0,5.0,0.001,180,1.0,20000.0,19305.555555555555,20000.0,20000.0,0.0,0.00019221783596783224,0.0015940476190475286,0.0052307692307692,0.08888888888888889,0.9111111111111111
stable_shots_b500_lb1_k10_eps0p005,stable_shots,b500_lb1_k10_eps0p005,500.0,1.0,10.0,0.005,180,1.0,19500.0,16177.777777777777,20000.0,20000.0,0.00166309523809515,0.003631375168570854,0.010677678571428473,0.0138,0.5111111111111111,0.4888888888888889
stable_shots_b500_lb1_k10_eps0p0025,stable_shots,b500_lb1_k10_eps0p0025,500.0,1.0,10.0,0.0025,180,1.0,20000.0,18422.222222222223,20000.0,20000.0,0.0,0.0007879379550214334,0.0042856987577639775,0.0049209677419354,0.26666666666666666,0.7333333333333333
stable_shots_b500_lb1_k10_eps0p001,stable_shots,b500_lb1_k10_eps0p001,500.0,1.0,10.0,0.001,180,1.0,20000.0,19675.0,20000.0,20000.0,0.0,8.931847524553778e-05,0.0005281249999999217,0.0048222222222222,0.06111111111111111,0.9388888888888889
stable_shots_b500_lb2_k1_eps0p005,stable_shots,b500_lb2_k1_eps0p005,500.0,2.0,1.0,0.005,180,1.0,20000.0,14863.888888888889,20000.0,20000.0,0.0,0.004786489555231458,0.013886666666666634,0.018611111111111,0.5222222222222223,0.4777777777777778
stable_shots_b500_lb2_k1_eps0p0025,stable_shots,b500_lb2_k1_eps0p0025,500.0,2.0,1.0,0.0025,180,1.0,20000.0,17122.222222222223,20000.0,20000.0,0.0,0.0015856846241405795,0.006779523809523738,0.0124307692307692,0.3055555555555556,0.6944444444444444
stable_shots_b500_lb2_k1_eps0p001,stable_shots,b500_lb2_k1_eps0p001,500.0,2.0,1.0,0.001,180,1.0,20000.0,19100.0,20000.0,20000.0,0.0,0.00029154694592129556,0.0022578571428570424,0.0056666666666666,0.12222222222222222,0.8777777777777778
stable_shots_b500_lb2_k2_eps0p005,stable_shots,b500_lb2_k2_eps0p005,500.0,2.0,2.0,0.005,180,1.0,20000.0,15438.888888888889,20000.0,20000.0,0.0,0.003968008917039291,0.012069038461538454,0.0180657894736841,0.4888888888888889,0.5111111111111111
stable_shots_b500_lb2_k2_eps0p0025,stable_shots,b500_lb2_k2_eps0p0025,500.0,2.0,2.0,0.0025,180,1.0,20000.0,17702.777777777777,20000.0,20000.0,0.0,0.0011830521554997827,0.005709166666666598,0.0090499999999999,0.2833333333333333,0.7166666666666667
stable_shots_b500_lb2_k2_eps0p001,stable_shots,b500_lb2_k2_eps0p001,500.0,2.0,2.0,0.001,180,1.0,20000.0,19358.333333333332,20000.0,20000.0,0.0,0.00016904260694708555,0.0011165898617510222,0.0052307692307692,0.09444444444444444,0.9055555555555556
stable_shots_b500_lb2_k3_eps0p005,stable_shots,b500_lb2_k3_eps0p005,500.0,2.0,3.0,0.005,180,1.0,20000.0,15950.0,20000.0,20000.0,0.0,0.003276811759065902,0.01104472222222218,0.0147473684210526,0.4444444444444444,0.5555555555555556
stable_shots_b500_lb2_k3_eps0p0025,stable_shots,b500_lb2_k3_eps0p0025,500.0,2.0,3.0,0.0025,180,1.0,20000.0,18175.0,20000.0,20000.0,0.0,0.0008614178882127762,0.004649999999999905,0.00612,0.25555555555555554,0.7444444444444445
stable_shots_b500_lb2_k3_eps0p001,stable_shots,b500_lb2_k3_eps0p001,500.0,2.0,3.0,0.001,180,1.0,20000.0,19527.777777777777,20000.0,20000.0,0.0,0.00011547577844025778,0.001016833333333265,0.0058571428571428,0.08333333333333333,0.9166666666666666
stable_shots_b500_lb2_k5_eps0p005,stable_shots,b500_lb2_k5_eps0p005,500.0,2.0,5.0,0.005,180,1.0,20000.0,16563.88888888889,20000.0,20000.0,0.0,0.002648778902350618,0.008865912698412684,0.0122999999999999,0.4111111111111111,0.5888888888888889
stable_shots_b500_lb2_k5_eps0p0025,stable_shots,b500_lb2_k5_eps0p0025,500.0,2.0,5.0,0.0025,180,1.0,20000.0,18544.444444444445,20000.0,20000.0,0.0,0.0006360056025175078,0.00356711711711705,0.0056666666666666,0.21666666666666667,0.7833333333333333
stable_shots_b500_lb2_k5_eps0p001,stable_shots,b500_lb2_k5_eps0p001,500.0,2.0,5.0,0.001,180,1.0,20000.0,19647.222222222223,20000.0,20000.0,0.0,9.680366056660833e-05,0.0006479738562091569,0.0052499999999999,0.07222222222222222,0.9277777777777778
stable_shots_b500_lb2_k10_eps0p005,stable_shots,b500_lb2_k10_eps0p005,500.0,2.0,10.0,0.005,180,1.0,20000.0,17616.666666666668,20000.0,20000.0,0.0,0.00153893277478911,0.00654117892976582,0.0080299999999999,0.35555555555555557,0.6444444444444445
stable_shots_b500_lb2_k10_eps0p0025,stable_shots,b500_lb2_k10_eps0p0025,500.0,2.0,10.0,0.0025,180,1.0,20000.0,19041.666666666668,20000.0,20000.0,0.0,0.0003377605315963422,0.002641029411764648,0.0054294117647058,0.15555555555555556,0.8444444444444444
stable_shots_b500_lb2_k10_eps0p001,stable_shots,b500_lb2_k10_eps0p001,500.0,2.0,10.0,0.001,180,1.0,20000.0,19880.555555555555,20000.0,20000.0,0.0,2.8306917136242774e-05,0.0,0.0015,0.03888888888888889,0.9611111111111111
stable_shots_b500_lb3_k1_eps0p005,stable_shots,b500_lb3_k1_eps0p005,500.0,3.0,1.0,0.005,180,1.0,20000.0,15852.777777777777,20000.0,20000.0,0.0,0.003207232512937267,0.01157617647058818,0.0147473684210526,0.4222222222222222,0.5777777777777777
stable_shots_b500_lb3_k1_eps0p0025,stable_shots,b500_lb3_k1_eps0p0025,500.0,3.0,1.0,0.0025,180,1.0,20000.0,17858.333333333332,20000.0,20000.0,0.0,0.0009856919412449233,0.005422499999999892,0.0074131578947368,0.2611111111111111,0.7388888888888889
stable_shots_b500_lb3_k1_eps0p001,stable_shots,b500_lb3_k1_eps0p001,500.0,3.0,1.0,0.001,180,1.0,20000.0,19261.11111111111,20000.0,20000.0,0.0,0.00020473561966466612,0.001555882352941078,0.0063055555555555,0.09444444444444444,0.9055555555555556
stable_shots_b500_lb3_k2_eps0p005,stable_shots,b500_lb3_k2_eps0p005,500.0,3.0,2.0,0.005,180,1.0,20000.0,16461.11111111111,20000.0,20000.0,0.0,0.002444632452369843,0.009103690476190442,0.0150999999999999,0.37777777777777777,0.6222222222222222
stable_shots_b500_lb3_k2_eps0p0025,stable_shots,b500_lb3_k2_eps0p0025,500.0,3.0,2.0,0.0025,180,1.0,20000.0,18347.222222222223,20000.0,20000.0,0.0,0.0006497373778705372,0.003695785440613002,0.0058999999999999,0.22777777777777777,0.7722222222222223
stable_shots_b500_lb3_k2_eps0p001,stable_shots,b500_lb3_k2_eps0p001,500.0,3.0,2.0,0.001,180,1.0,20000.0,19530.555555555555,20000.0,20000.0,0.0,9.949323204438443e-05,0.001020029411764705,0.003835294117647,0.07777777777777778,0.9222222222222223
