trace_id,circuit_key,algorithm,size,backend,circuit_kind,reference_shots,source_batch_size,sampling_strategy,sampling_seed,qsimbench_materialization_time_seconds,strategy_family,strategy,config_id,shots,tvd_to_reference,saving_vs_reference,stop_reason,last_stability_tvd,checks_performed,strategy_eval_time_seconds,batch_size,lookback_batches,stability,epsilon
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,fixed,fixed_1000,,1000,0.061250000000000006,0.95,fixed_budget,,0,0.00010262429714202881,,,,
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,fixed,fixed_2500,,2500,0.036,0.875,fixed_budget,,0,0.000254862941801548,,,,
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,fixed,fixed_5000,,5000,0.026000000000000013,0.75,fixed_budget,,0,0.0004979027435183525,,,,
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,fixed,fixed_10000,,10000,0.014000000000000005,0.5,fixed_budget,,0,0.0010050730779767036,,,,
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,fixed,fixed_15000,,15000,0.007016666666666676,0.25,fixed_budget,,0,0.0015185950323939323,,,,
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,fixed,fixed_18000,,18000,0.005283333333333344,0.09999999999999998,fixed_budget,,0,0.0018216995522379875,,,,
qaoa_6_fake_fez,qaoa_6_circuit,qaoa,6,fake_fez,circuit,20000,50,sequential,0,1.2947560986503959,stable_shots,stable_shots_b50_lb3_k5_eps0p005,b50_lb3_k5_eps0p005,5700,0.023150877192982408,0.7150000000000001,stable,0.004551920341394024,111,0.004352999851107597,50.0,3.0,5.0,0.005
qaoa_6_fake_kyiv,qaoa_6_circuit,qaoa,6,fake_kyiv,circuit,20000,50,sequential,0,1.4360226886346936,fixed,fixed_1000,,1000,0.07735000000000003,0.95,fixed_budget,,0,0.00011977739632129669,,,,
qaoa_6_fake_kyiv,qaoa_6_circuit,qaoa,6,fake_kyiv,circuit,20000,50,sequential,0,1.4360226886346936,fixed,fixed_2500,,2500,0.033599999999999984,0.875,fixed_budget,,0,0.0002849297598004341,,,,
qaoa_6_fake_kyiv,qaoa_6_circuit,qaoa,6,fake_kyiv,circuit,20000,50,sequential,0,1.4360226886346936,fixed,fixed_5000,,5000,0.023850000000000003,0.75,fixed_budget,,0,0.0005587972700595856,,,,
