split_id,split_mode,repetition,bound_tau,bound_delta,bound,group_mode,calibration,test_trace_count,success_rate_all,uncovered_rate,success_rate_evaluable,success_rate_before_reference_cap,above_regular_budget_requested_rate,near_reference_cap_requested_rate,gap_uncovered_requested_rate,above_or_equal_reference_cap_requested_rate,reference_cap_rate,median_scaled_budget,mean_scaled_budget,median_scaled_tvd,mean_scaled_tvd,fallback_rate
backend_holdout_rep016,backend_holdout,16,0.05,0.05,hoeffding,size,median,36,0.8611111111111112,0.0,0.8611111111111112,0.5277777777777778,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11416.666666666666,0.012325,0.02159398148148145,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,hoeffding,size,p75,36,0.9166666666666666,0.0,0.9166666666666666,0.5833333333333334,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,11833.333333333334,0.010775,0.01956064814814812,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,hoeffding,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.00802499999999995,0.015025462962962956,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,hoeffding,size_algorithm,median,36,0.9444444444444444,0.0,0.9444444444444444,0.7777777777777778,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8847.222222222223,0.0290750000000001,0.027070987654320994,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,hoeffding,size_algorithm,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9208.333333333334,0.02765,0.02488070987654322,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,hoeffding,size_algorithm,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9208.333333333334,0.02765,0.02488070987654322,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,global,median,36,0.6944444444444444,0.0,0.6944444444444444,0.3611111111111111,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,10000.0,10333.333333333334,0.018049999999999948,0.029656481481481447,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,global,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.4722222222222222,0.5,0.0,0.0,0.5,0.5,15000.0,12666.666666666666,0.002325,0.01377916666666665,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,global,p90,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17500.0,13750.0,0.00082499999999995,0.009491666666666648,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,size,median,36,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11666.666666666666,0.010775,0.0195009259259259,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,size,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,12083.333333333334,0.00945,0.017467592592592566,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.00802499999999995,0.015025462962962956,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,size_algorithm,median,36,0.9444444444444444,0.0,0.9444444444444444,0.7777777777777778,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9055.555555555555,0.028147222222222303,0.025486265432098778,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,size_algorithm,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9375.0,0.0269166666666671,0.023894598765432113,0.0
backend_holdout_rep016,backend_holdout,16,0.05,0.05,weissman,size_algorithm,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9375.0,0.0269166666666671,0.023894598765432113,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,global,median,36,0.7777777777777778,0.0,0.7777777777777778,0.2777777777777778,0.5,0.16666666666666666,0.0,0.3333333333333333,0.5,10500.0,10500.0,0.00319999999999995,0.03562083333333331,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,global,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.2777777777777778,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,20000.0,13916.666666666666,0.0,0.010999999999999994,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,global,p90,36,1.0,0.0,1.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,20000.0,16833.333333333332,0.0,0.005043055555555552,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,size,median,36,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11416.666666666666,0.01192499999999995,0.021569907407407385,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,size,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,11833.333333333334,0.0108,0.019644907407407385,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.00777499999999995,0.014705555555555546,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,size_algorithm,median,36,0.9444444444444444,0.0,0.9444444444444444,0.7777777777777778,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8763.888888888889,0.0294805555555556,0.027875617283950604,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,size_algorithm,p75,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9291.666666666666,0.027775,0.024607098765432094,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,hoeffding,size_algorithm,p90,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9291.666666666666,0.027775,0.024607098765432094,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,global,median,36,0.7222222222222222,0.0,0.7222222222222222,0.3888888888888889,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,10000.0,10333.333333333334,0.01997499999999995,0.029269907407407383,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,global,p75,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,15000.0,12666.666666666666,0.00269999999999995,0.014058333333333319,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,global,p90,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17500.0,13750.0,0.00175,0.009245370370370355,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,size,median,36,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11666.666666666666,0.00904999999999995,0.01896435185185183,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,size,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,12083.333333333334,0.00777499999999995,0.017039351851851826,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.00777499999999995,0.014705555555555546,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,size_algorithm,median,36,0.9444444444444444,0.0,0.9444444444444444,0.7777777777777778,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8972.222222222223,0.02725,0.025731172839506156,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,size_algorithm,p75,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9458.333333333334,0.024875,0.02306126543209876,0.0
backend_holdout_rep017,backend_holdout,17,0.05,0.05,weissman,size_algorithm,p90,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9458.333333333334,0.024875,0.02306126543209876,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,global,median,36,0.75,0.0,0.75,0.25,0.5,0.16666666666666666,0.0,0.3333333333333333,0.5,10500.0,10500.0,0.00384999999999995,0.036815277777777745,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,global,p75,36,0.9166666666666666,0.0,0.9166666666666666,0.25,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,20000.0,13916.666666666666,0.0,0.011624999999999993,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,global,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.1388888888888889,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,20000.0,16833.333333333332,0.0,0.005590277777777773,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,size,median,36,0.8611111111111112,0.0,0.8611111111111112,0.5277777777777778,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11416.666666666666,0.012575,0.022489351851851833,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,size,p75,36,0.9166666666666666,0.0,0.9166666666666666,0.5833333333333334,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,11833.333333333334,0.011550000000000001,0.02033379629629627,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0087499999999999,0.015441512345679004,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,size_algorithm,median,36,0.8888888888888888,0.0,0.8888888888888888,0.7222222222222222,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8694.444444444445,0.0339333333333333,0.02979783950617281,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,size_algorithm,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9152.777777777777,0.03017777777777815,0.026455709876543197,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,hoeffding,size_algorithm,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9152.777777777777,0.03017777777777815,0.026455709876543197,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,global,median,36,0.6944444444444444,0.0,0.6944444444444444,0.3611111111111111,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,10000.0,10333.333333333334,0.01802499999999995,0.03001435185185183,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,global,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.4722222222222222,0.5,0.0,0.0,0.5,0.5,15000.0,12666.666666666666,0.00327499999999995,0.014587499999999979,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,global,p90,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17500.0,13750.0,0.002775,0.00985324074074072,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,size,median,36,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11666.666666666666,0.011025,0.019949074074074057,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,size,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,12083.333333333334,0.00957499999999995,0.017793518518518497,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0087499999999999,0.015441512345679004,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,size_algorithm,median,36,0.8888888888888888,0.0,0.8888888888888888,0.7222222222222222,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8902.777777777777,0.032225000000000004,0.02831033950617282,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,size_algorithm,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9319.444444444445,0.0292805555555556,0.025601543209876534,0.0
backend_holdout_rep018,backend_holdout,18,0.05,0.05,weissman,size_algorithm,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9319.444444444445,0.0292805555555556,0.025601543209876534,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,global,median,36,0.7222222222222222,0.0,0.7222222222222222,0.2222222222222222,0.5,0.16666666666666666,0.0,0.3333333333333333,0.5,10500.0,10500.0,0.0042,0.037430555555555536,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,global,p75,36,0.8888888888888888,0.0,0.8888888888888888,0.2222222222222222,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,20000.0,13916.666666666666,0.0,0.010913888888888881,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,global,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.1388888888888889,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,20000.0,16833.333333333332,0.0,0.004663888888888888,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,size,median,36,0.8333333333333334,0.0,0.8333333333333334,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11416.666666666666,0.011474999999999999,0.021376388888888865,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,size,p75,36,0.9166666666666666,0.0,0.9166666666666666,0.5833333333333334,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,11833.333333333334,0.00937499999999995,0.01913055555555553,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.008949999999999899,0.014888271604938254,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,size_algorithm,median,36,0.8055555555555556,0.0,0.8055555555555556,0.6388888888888888,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8708.333333333334,0.0328805555555556,0.030332561728395033,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,size_algorithm,p75,36,0.8888888888888888,0.0,0.8888888888888888,0.7222222222222222,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8986.111111111111,0.0279888888888889,0.02838672839506169,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,hoeffding,size_algorithm,p90,36,0.8888888888888888,0.0,0.8888888888888888,0.7222222222222222,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8986.111111111111,0.0279888888888889,0.02838672839506169,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,global,median,36,0.7222222222222222,0.0,0.7222222222222222,0.3888888888888889,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,10000.0,10333.333333333334,0.019775,0.029062499999999977,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,global,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.4722222222222222,0.5,0.0,0.0,0.5,0.5,15000.0,12666.666666666666,0.002325,0.013518055555555535,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,global,p90,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17500.0,13750.0,0.00082499999999995,0.009647685185185158,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,size,median,36,0.8611111111111112,0.0,0.8611111111111112,0.5277777777777778,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11666.666666666666,0.011249999999999951,0.019479166666666634,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,size,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,12083.333333333334,0.008949999999999899,0.017233333333333302,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.008949999999999899,0.014888271604938254,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,size_algorithm,median,36,0.8333333333333334,0.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8916.666666666666,0.029219444444444548,0.02889645061728391,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,size_algorithm,p75,36,0.9166666666666666,0.0,0.9166666666666666,0.75,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9194.444444444445,0.026649999999999903,0.02695061728395057,0.0
backend_holdout_rep019,backend_holdout,19,0.05,0.05,weissman,size_algorithm,p90,36,0.9166666666666666,0.0,0.9166666666666666,0.75,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,9194.444444444445,0.026649999999999903,0.02695061728395057,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,global,median,36,0.7222222222222222,0.0,0.7222222222222222,0.2222222222222222,0.5,0.16666666666666666,0.0,0.3333333333333333,0.5,10500.0,10500.0,0.00384999999999995,0.036686111111111086,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,global,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.2777777777777778,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,20000.0,13916.666666666666,0.0,0.01066388888888887,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,global,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.1388888888888889,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,20000.0,16833.333333333332,0.0,0.00462638888888888,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,size,median,36,0.8888888888888888,0.0,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11416.666666666666,0.013600000000000001,0.021028240740740705,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,size,p75,36,0.9166666666666666,0.0,0.9166666666666666,0.5833333333333334,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,11833.333333333334,0.00937499999999995,0.01880185185185182,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0087499999999999,0.015014506172839495,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,size_algorithm,median,36,0.9166666666666666,0.0,0.9166666666666666,0.75,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8763.888888888889,0.0305749999999999,0.028112037037037043,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,size_algorithm,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9250.0,0.0287,0.025735339506172846,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,hoeffding,size_algorithm,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9250.0,0.0287,0.025735339506172846,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,global,median,36,0.6944444444444444,0.0,0.6944444444444444,0.3611111111111111,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,10000.0,10333.333333333334,0.01992499999999995,0.028925462962962927,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,global,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.4722222222222222,0.5,0.0,0.0,0.5,0.5,15000.0,12666.666666666666,0.00327499999999995,0.013395833333333308,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,global,p90,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17500.0,13750.0,0.00215,0.009828240740740722,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,size,median,36,0.9166666666666666,0.0,0.9166666666666666,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11666.666666666666,0.013600000000000001,0.01955879629629626,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,size,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,12500.0,12083.333333333334,0.00885833333333325,0.01733240740740737,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0087499999999999,0.015014506172839495,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,size_algorithm,median,36,0.9166666666666666,0.0,0.9166666666666666,0.75,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8972.222222222223,0.029100000000000098,0.027087037037037034,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,size_algorithm,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9416.666666666666,0.02742777777777785,0.02494367283950618,0.0
backend_holdout_rep020,backend_holdout,20,0.05,0.05,weissman,size_algorithm,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.8055555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9416.666666666666,0.02742777777777785,0.02494367283950618,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,global,median,36,0.75,0.0,0.75,0.25,0.5,0.16666666666666666,0.0,0.3333333333333333,0.5,10500.0,10500.0,0.00517499999999995,0.038109722222222184,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,global,p75,36,0.9444444444444444,0.0,0.9444444444444444,0.2777777777777778,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,20000.0,13916.666666666666,0.0,0.010913888888888869,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,global,p90,36,0.9722222222222222,0.0,0.9722222222222222,0.1388888888888889,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,20000.0,16833.333333333332,0.0,0.004701388888888875,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,size,median,36,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11416.666666666666,0.014399999999999951,0.021606481481481442,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,size,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.6388888888888888,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12333.333333333334,0.0138499999999999,0.017388117283950597,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0106999999999999,0.01532006172839505,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,size_algorithm,median,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,5000.0,8916.666666666666,0.030727777777778048,0.027943672839506176,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,size_algorithm,p75,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9291.666666666666,0.02935000000000015,0.026121450617283964,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,hoeffding,size_algorithm,p90,36,1.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,7500.0,9291.666666666666,0.02935000000000015,0.026121450617283964,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,weissman,global,median,36,0.75,0.0,0.75,0.4166666666666667,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,10000.0,10333.333333333334,0.021725,0.029692592592592566,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,weissman,global,p75,36,0.9722222222222222,0.0,0.9722222222222222,0.4722222222222222,0.5,0.0,0.0,0.5,0.5,15000.0,12666.666666666666,0.00437499999999995,0.014013888888888862,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,weissman,global,p90,36,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,17500.0,13750.0,0.00179999999999995,0.009874074074074052,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,weissman,size,median,36,0.9722222222222222,0.0,0.9722222222222222,0.6388888888888888,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,12500.0,11666.666666666666,0.01314999999999995,0.0195384259259259,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,weissman,size,p75,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0106999999999999,0.01532006172839505,0.0
backend_holdout_rep021,backend_holdout,21,0.05,0.05,weissman,size,p90,36,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,14000.0,12583.333333333334,0.0106999999999999,0.01532006172839505,0.0
