method,bound_tau,covered_threshold,test_eval_count,unique_test_traces,success_rate_all,median_shots,mean_shots,median_tvd,mean_tvd,max_tvd,stop_rate,reference_cap_rate,excluded_over_threshold_rate,le_0p01_rate,le_0p05_rate,le_0p1_rate,covered_eval_count,covered_success_rate,covered_median_shots,covered_mean_shots,covered_median_tvd,covered_mean_tvd,covered_max_tvd
stableshots,0.05,18000.0,3600,180,1.0,7650.0,10460.486111111111,0.0193242236024844,0.01691809258932993,0.0471952380952375,0.7233333333333334,0.27666666666666667,0.2872222222222222,0.3358333333333333,1.0,1.0,2566,1.0,4650.0,6634.002338269681,0.0231820895522388,0.023477909470126117,0.0471952380952375
