trace_id,algorithm,size,backend,reference_shots,floor_mean_tvd_20k_vs_20k,floor_ci2p5_tvd_20k_vs_20k,floor_ci50_tvd_20k_vs_20k,floor_ci97p5_tvd_20k_vs_20k
dj_13_fake_fez,dj,13,fake_fez,20000,0.019847,0.016323750000000012,0.019749999999999997,0.023926249999999996
dj_13_fake_kyiv,dj,13,fake_kyiv,20000,0.0300802,0.02567375,0.030049999999999993,0.034952500000000025
dj_13_fake_marrakesh,dj,13,fake_marrakesh,20000,0.018441500000000003,0.015297500000000016,0.01815,0.02287875000000001
dj_13_fake_sherbrooke,dj,13,fake_sherbrooke,20000,0.0286548,0.024673750000000026,0.02854999999999997,0.03337625
dj_13_fake_torino,dj,13,fake_torino,20000,0.0289435,0.024997500000000027,0.028850000000000025,0.03377875000000002
dj_14_fake_fez,dj,14,fake_fez,20000,0.022993499999999997,0.01922374999999999,0.022849999999999985,0.02797625000000001
dj_14_fake_kyiv,dj,14,fake_kyiv,20000,0.0378143,0.03302125,0.037699999999999984,0.043326250000000004
dj_14_fake_marrakesh,dj,14,fake_marrakesh,20000,0.0200001,0.0165,0.019850000000000007,0.024602500000000006
dj_14_fake_sherbrooke,dj,14,fake_sherbrooke,20000,0.0333966,0.028923749999999984,0.033300000000000024,0.03844999999999997
dj_14_fake_torino,dj,14,fake_torino,20000,0.031502499999999996,0.02725,0.03127499999999998,0.03724999999999999
dj_15_fake_fez,dj,15,fake_fez,20000,0.025417300000000004,0.02164999999999998,0.025199999999999993,0.030507499999999983
dj_15_fake_kyiv,dj,15,fake_kyiv,20000,0.0492902,0.04462375000000003,0.04907500000000001,0.0546075
dj_15_fake_marrakesh,dj,15,fake_marrakesh,20000,0.0226575,0.019199999999999988,0.022399999999999996,0.027050000000000036
dj_15_fake_sherbrooke,dj,15,fake_sherbrooke,20000,0.0434058,0.03919999999999998,0.04317499999999999,0.04837875
dj_15_fake_torino,dj,15,fake_torino,20000,0.038953600000000005,0.03432375000000002,0.03872500000000001,0.0448025
dj_4_fake_fez,dj,4,fake_fez,20000,0.0022897999999999985,0.0007499999999999903,0.0021999999999999715,0.004452500000000001
